lakeid,year4,sampledate,gearid,spname,length,weight
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,173,52
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,176,NA
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,177,45
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,182,75
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,182,NA
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,182,NA
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,183,60
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,185,NA
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,186,40
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,190,NA
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,191,NA
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,193,NA
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,198,80
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,198,NA
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,198,NA
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,198,NA
TR,1987,7/28/1987,TRAMML,YELLOWPERCH,200,NA
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,202,98
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,203,70
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,203,92
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,204,95
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,205,85
TR,1987,7/28/1987,TRAMML,YELLOWPERCH,205,NA
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,206,NA
TR,1987,7/28/1987,TRAMML,YELLOWPERCH,207,NA
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,211,105
TR,1987,7/28/1987,TRAMML,YELLOWPERCH,212,NA
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,216,125
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,220,110
TR,1987,7/28/1987,TRAMML,YELLOWPERCH,220,NA
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,223,115
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,225,135
TR,1987,7/28/1987,TRAMML,YELLOWPERCH,231,NA
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,232,140
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,233,140
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,237,138
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,238,130
TR,1987,8/5/1987,ELFISH,YELLOWPERCH,238,170
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,238,NA
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,242,170
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,244,155
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,245,140
TR,1987,8/6/1987,ELFISH,YELLOWPERCH,252,NA
TR,1988,7/27/1988,BSEINE,YELLOWPERCH,37,0.5
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,41,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,41,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,42,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,42,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,42,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,43,1
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,43,1.4
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,43,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,43,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,44,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,44,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,44,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,44,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,44,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,45,1.2
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,45,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,45,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,45,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,45,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,46,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,46,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,46,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,46,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,46,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,47,1.2
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,47,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,47,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,47,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,47,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,48,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,48,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,48,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,49,0.9
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,49,1.3
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,49,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,49,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,50,1.1
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,50,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,51,1.5
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,51,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,52,1.5
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,52,1.9
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,52,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,52,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,52,NA
TR,1988,7/31/1988,BSEINE,YELLOWPERCH,53,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,55,1.7
TR,1988,7/31/1988,BSEINE,YELLOWPERCH,79,4.7
TR,1988,7/31/1988,BSEINE,YELLOWPERCH,80,4.2
TR,1988,7/28/1988,VGN019,YELLOWPERCH,83,5.3
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,83,5.6
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,83,5.6
TR,1988,7/28/1988,VGN019,YELLOWPERCH,83,5.8
TR,1988,7/28/1988,VGN019,YELLOWPERCH,85,5.8
TR,1988,7/31/1988,BSEINE,YELLOWPERCH,88,NA
TR,1988,7/28/1988,VGN019,YELLOWPERCH,89,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,90,7.2
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,91,6.3
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,91,7
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,92,6.6
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,95,NA
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,96,8.6
TR,1988,7/28/1988,BSEINE,YELLOWPERCH,102,9.1
TR,1988,7/31/1988,BSEINE,YELLOWPERCH,108,11
TR,1988,8/5/1988,TRAMML,YELLOWPERCH,190,80
TR,1988,7/28/1988,TRAMML,YELLOWPERCH,204,90
TR,1988,7/28/1988,TRAMML,YELLOWPERCH,205,NA
TR,1988,8/5/1988,TRAMML,YELLOWPERCH,217,120
TR,1988,7/28/1988,TRAMML,YELLOWPERCH,171,60
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,37,0.4
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,37,0.4
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,38,0.4
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,38,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,38,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,39,0.2
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,39,0.5
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,39,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,39,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,39,NA
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,40,0.5
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,40,NA
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,40,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,40,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,40,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,40,NA
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,41,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,41,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,41,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,41,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,41,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,41,NA
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,42,0.6
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,42,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,43,NA
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,44,0.6
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,44,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,44,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,44,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,44,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,44,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,44,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,44,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,44,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,44,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,44,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,44,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,44,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,45,NA
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,46,0.8
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,46,NA
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,47,NA
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,48,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,48,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,48,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,48,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,48,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,48,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,48,NA
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,49,1
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,49,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,49,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,49,NA
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,50,1
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,50,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,51,1.1
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,51,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,51,NA
TR,1989,8/2/1989,FYKNET,YELLOWPERCH,52,1
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,52,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,54,1.4
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,54,1.4
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,55,NA
TR,1989,8/3/1989,FYKNET,YELLOWPERCH,75,4.2
TR,1989,8/3/1989,FYKNET,YELLOWPERCH,77,4.4
TR,1989,8/4/1989,ELFISH,YELLOWPERCH,79,NA
TR,1989,8/3/1989,FYKNET,YELLOWPERCH,82,5
TR,1989,8/4/1989,ELFISH,YELLOWPERCH,84,NA
TR,1989,8/3/1989,FYKNET,YELLOWPERCH,85,4.9
TR,1989,8/3/1989,FYKNET,YELLOWPERCH,85,6
TR,1989,8/4/1989,ELFISH,YELLOWPERCH,86,6
TR,1989,8/4/1989,ELFISH,YELLOWPERCH,88,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,89,5.5
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,89,6.8
TR,1989,8/3/1989,FYKNET,YELLOWPERCH,89,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,91,7
TR,1989,8/4/1989,ELFISH,YELLOWPERCH,92,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,93,6.5
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,93,8.1
TR,1989,8/4/1989,ELFISH,YELLOWPERCH,96,NA
TR,1989,8/4/1989,ELFISH,YELLOWPERCH,98,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,98,NA
TR,1989,8/3/1989,CRAYTR,YELLOWPERCH,99,7.5
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,99,8.4
TR,1989,8/4/1989,ELFISH,YELLOWPERCH,99,NA
TR,1989,8/4/1989,ELFISH,YELLOWPERCH,101,8.5
TR,1989,8/2/1989,BSEINE,YELLOWPERCH,101,9.5
TR,1989,8/3/1989,FYKNET,YELLOWPERCH,101,NA
TR,1989,8/3/1989,CRAYTR,YELLOWPERCH,102,NA
TR,1989,8/3/1989,FYKNET,YELLOWPERCH,104,10.5
TR,1989,8/3/1989,FYKNET,YELLOWPERCH,105,11.5
TR,1989,8/4/1989,ELFISH,YELLOWPERCH,105,NA
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,106,12
TR,1989,8/1/1989,BSEINE,YELLOWPERCH,107,9.5
TR,1989,8/3/1989,FYKNET,YELLOWPERCH,108,11.5
TR,1989,8/3/1989,FYKNET,YELLOWPERCH,112,13
TR,1989,8/3/1989,FYKNET,YELLOWPERCH,113,14.5
TR,1989,8/4/1989,ELFISH,YELLOWPERCH,119,16
TR,1989,8/3/1989,CRAYTR,YELLOWPERCH,119,17
TR,1989,8/3/1989,BSEINE,YELLOWPERCH,123,15.5
TR,1989,8/4/1989,ELFISH,YELLOWPERCH,127,16.5
TR,1989,8/2/1989,TRAMML,YELLOWPERCH,185,NA
TR,1989,8/4/1989,ELFISH,YELLOWPERCH,191,84
TR,1989,8/4/1989,ELFISH,YELLOWPERCH,226,110
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,32,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,32,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,32,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,33,NA
TR,1990,7/31/1990,BSEINE,YELLOWPERCH,34,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,34,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,34,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,34,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,34,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,34,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,34,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,34,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,34,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,35,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,35,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,35,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,35,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,35,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,35,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,35,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,35,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,35,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,35,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,35,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,35,NA
TR,1990,7/30/1990,BSEINE,YELLOWPERCH,36,0.3
TR,1990,7/30/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,7/30/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,7/31/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,7/31/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,7/31/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,7/31/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,7/31/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,7/31/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/5/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,36,NA
TR,1990,7/30/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,7/30/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,7/30/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,7/31/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,7/31/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,7/31/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,7/31/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/1/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/2/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/4/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/5/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,8/5/1990,BSEINE,YELLOWPERCH,37,NA
TR,1990,7/31/1990,BSEINE,YELLOWPERCH,37,NA
