fish,yearcap,ce,agecap,lencap,inc1,inc2,inc3,inc4,inc5,inc6,inc7,radcap
112,1992,E,2,350,1.737,1.9419,0.8971,NA,NA,NA,NA,4.576
113,1992,E,2,350,1.7467,1.8601,0.8731,NA,NA,NA,NA,4.4799
114,1992,E,2,340,1.6174,1.977,0.9063,NA,NA,NA,NA,4.5007
115,1992,E,2,340,1.7602,2.0078,0.8745,NA,NA,NA,NA,4.6425
116,1992,E,2,319,1.8116,2.3356,0.7472,NA,NA,NA,NA,4.8944
117,1992,E,2,319,1.8263,2.3013,0.8574,NA,NA,NA,NA,4.985
118,1992,E,2,320,1.9502,1.6773,0.7791,NA,NA,NA,NA,4.4066
119,1992,E,2,320,1.9657,1.784,0.7101,NA,NA,NA,NA,4.4598
120,1992,E,2,340,1.7801,2.0505,0.9662,NA,NA,NA,NA,4.7968
121,1992,E,2,340,1.8498,2.1007,0.9187,NA,NA,NA,NA,4.8692
122,1992,E,2,359,2.0532,2.0716,0.8648,NA,NA,NA,NA,4.9896
123,1992,E,2,359,2.0289,2.0364,0.9071,NA,NA,NA,NA,4.9724
124,1992,E,2,298,1.5226,1.8828,0.8244,NA,NA,NA,NA,4.2298
125,1992,E,2,298,1.5583,1.8822,0.8309,NA,NA,NA,NA,4.2714
126,1992,E,2,370,1.8391,1.9857,0.8088,NA,NA,NA,NA,4.6336
127,1992,E,2,370,1.7844,1.837,0.9776,NA,NA,NA,NA,4.599
128,1992,E,2,346,2.0333,2.0672,0.8994,NA,NA,NA,NA,4.9999
129,1992,E,2,346,1.8808,1.8313,0.8684,NA,NA,NA,NA,4.5805
1697,1993,C,2,359,2.2786,1.5682,1.1187,NA,NA,NA,NA,4.9655
1703,1993,C,2,322,2.4221,1.2657,0.9117,NA,NA,NA,NA,4.5995
1714,1993,C,2,335,1.7858,1.231,0.9953,NA,NA,NA,NA,4.0121
1717,1993,C,2,328,1.9851,1.2205,0.8968,NA,NA,NA,NA,4.1024
1719,1993,C,2,341,2.1834,1.3152,1.0013,NA,NA,NA,NA,4.4999
1723,1993,C,2,351,1.5961,1.3122,1.1864,NA,NA,NA,NA,4.0947
1724,1993,C,2,345,2.0502,1.2552,1.0712,NA,NA,NA,NA,4.3766
1725,1993,C,2,342,2.0507,1.2531,0.9947,NA,NA,NA,NA,4.2985
1727,1993,C,2,339,1.9618,1.2911,1.0249,NA,NA,NA,NA,4.2778
1732,1993,C,2,312,1.8326,1.2052,0.9685,NA,NA,NA,NA,4.0063
1736,1993,C,2,362,2.2861,1.3043,1.0361,NA,NA,NA,NA,4.6265
1737,1993,C,2,321,1.8458,1.3717,1.0707,NA,NA,NA,NA,4.2882
1745,1993,C,2,338,2.0081,1.3534,1.0876,NA,NA,NA,NA,4.4491
1746,1993,C,2,339,2.1246,1.3139,1.0966,NA,NA,NA,NA,4.5351
1747,1993,C,2,343,2.1158,1.2046,0.9996,NA,NA,NA,NA,4.32
1749,1993,C,2,357,1.8619,1.4284,1.1991,NA,NA,NA,NA,4.4894
1751,1993,C,2,347,2.0547,1.6004,1.2909,NA,NA,NA,NA,4.946
1662,1993,E,2,310,1.8149,1.2192,0.8796,NA,NA,NA,NA,3.9137
1663,1993,E,2,336,2.0558,1.1974,1.0978,NA,NA,NA,NA,4.351
1664,1993,E,2,350,2.4688,1.2568,1.1336,NA,NA,NA,NA,4.8592
1666,1993,E,2,310,1.9737,1.2633,0.9966,NA,NA,NA,NA,4.2336
1667,1993,E,2,340,2.2964,0.9592,1.1782,NA,NA,NA,NA,4.4338
1668,1993,E,2,355,1.9247,1.2473,1.0215,NA,NA,NA,NA,4.1935
1669,1993,E,2,342,2.3773,1.5244,1.039,NA,NA,NA,NA,4.9407
1670,1993,E,2,325,2.0243,1.3711,1.0262,NA,NA,NA,NA,4.4216
1671,1993,E,2,338,2.2365,1.1546,0.997,NA,NA,NA,NA,4.3881
1672,1993,E,2,355,1.9623,1.2688,0.9449,NA,NA,NA,NA,4.176
1674,1993,E,2,352,2.1069,1.3637,1.0408,NA,NA,NA,NA,4.5114
1675,1993,E,2,355,2.0769,1.4757,1.1852,NA,NA,NA,NA,4.7378
1676,1993,E,2,330,2.2312,1.1049,1.1455,NA,NA,NA,NA,4.4816
1679,1993,E,2,350,2.2515,1.3666,0.9149,NA,NA,NA,NA,4.533
1680,1993,E,2,355,2.164,1.3334,1.0311,NA,NA,NA,NA,4.5285
1684,1993,E,2,335,2.1993,1.2405,0.9238,NA,NA,NA,NA,4.3636
1686,1993,E,2,328,2.2348,1.4248,0.9427,NA,NA,NA,NA,4.6023
1690,1993,E,2,330,1.9118,1.5216,0.8629,NA,NA,NA,NA,4.2963
1692,1993,E,2,330,1.89,1.2854,1.0226,NA,NA,NA,NA,4.198
1693,1993,E,2,335,2.324,1.3777,1.2618,NA,NA,NA,NA,4.9635
1695,1993,E,2,335,1.9866,1.4144,1.0759,NA,NA,NA,NA,4.4769
1659,1949,C,3,343,1.1003,1.4381,1.1927,0.6747,NA,NA,NA,4.4058
1660,1949,C,3,335,1.1548,1.5589,1.1079,0.6039,NA,NA,NA,4.4255
1561,1951,C,3,300,1.4315,0.8943,0.4172,0.5914,NA,NA,NA,3.3344
1562,1951,C,3,302,1.5432,0.9622,0.6439,0.614,NA,NA,NA,3.7633
1575,1951,C,3,312,1.1615,1.3075,0.7411,0.49,NA,NA,NA,3.7001
1494,1953,C,3,287,0.9681,1.4429,1.1224,0.2501,NA,NA,NA,3.7835
1495,1953,C,3,307,1.0478,1.3073,0.9605,0.2012,NA,NA,NA,3.5168
1510,1953,C,3,312,1.118,1.4099,1.038,0.3396,NA,NA,NA,3.9055
1451,1954,C,3,284,0.9929,1.3462,0.681,0.4844,NA,NA,NA,3.5045
1467,1954,C,3,325,1.3902,1.2325,0.8706,0.7451,NA,NA,NA,4.2384
1427,1955,C,3,307,1.2102,1.0144,1.0096,0.4495,NA,NA,NA,3.6837
1444,1955,C,3,274,0.9408,0.6751,0.6117,0.3214,NA,NA,NA,2.549
1445,1955,C,3,295,1.2353,0.562,1.0201,0.5366,NA,NA,NA,3.354
1446,1955,C,3,305,1.0275,0.9846,0.7789,0.5586,NA,NA,NA,3.3496
1447,1955,C,3,310,1.0074,0.9483,1.0922,0.669,NA,NA,NA,3.7169
1388,1956,C,3,333,1.2653,1.2814,0.9152,0.5001,NA,NA,NA,3.962
1398,1956,C,3,348,1.7163,1.4476,0.7545,0.6488,NA,NA,NA,4.5672
1350,1957,C,3,366,0.8985,0.9537,0.606,0.295,NA,NA,NA,2.7532
1351,1957,C,3,353,0.9361,0.9628,0.4603,0.4089,NA,NA,NA,2.7681
1355,1957,C,3,366,0.7536,0.9835,0.6908,0.4927,NA,NA,NA,2.9206
1358,1957,C,3,310,0.8518,1.0107,0.9017,0.6345,NA,NA,NA,3.3987
1359,1957,C,3,302,0.5487,0.9171,0.6771,0.2974,NA,NA,NA,2.4403
1360,1957,C,3,295,0.6237,0.7867,0.5065,0.4967,NA,NA,NA,2.4136
1362,1957,C,3,307,0.8627,0.9775,0.9601,0.6664,NA,NA,NA,3.4667
1371,1957,C,3,284,1.2349,0.3481,0.9357,0.6532,NA,NA,NA,3.1719
1372,1957,C,3,307,0.6683,1.0499,0.4283,0.3704,NA,NA,NA,2.5169
1373,1957,C,3,320,1.2986,1.2459,0.9185,0.3895,NA,NA,NA,3.8525
1374,1957,C,3,333,1.1096,1.1297,0.9242,0.4447,NA,NA,NA,3.6082
1375,1957,C,3,333,1.0505,1.3672,0.9712,0.4913,NA,NA,NA,3.8802
1376,1957,C,3,328,1.1598,1.4285,1.0698,0.5051,NA,NA,NA,4.1632
1377,1957,C,3,310,0.9067,1.1191,0.9981,0.4623,NA,NA,NA,3.4862
1378,1957,C,3,312,0.8285,1.207,0.8302,0.7127,NA,NA,NA,3.5784
1379,1957,C,3,315,1.4321,1.2623,0.9427,0.4421,NA,NA,NA,4.0792
1380,1957,C,3,307,0.5028,0.6267,0.3012,0.2219,NA,NA,NA,1.6526
1287,1959,C,3,320,1.2246,1.2306,1.0709,0.0157,NA,NA,NA,3.5418
1308,1959,C,3,262,1.1282,1.2317,0.3492,0.1317,NA,NA,NA,2.8408
1192,1961,C,3,318,0.6747,1.1691,1.4258,0.5916,NA,NA,NA,3.8612
1146,1962,C,3,338,1.1707,1.3634,1.3903,0.2439,NA,NA,NA,4.1683
1168,1962,C,3,310,0.7318,1.4444,1.22,0.2226,NA,NA,NA,3.6188
1169,1962,C,3,310,0.8782,1.8571,1.1514,0.3148,NA,NA,NA,4.2015
1101,1963,C,3,307,1.2766,1.3408,0.884,0.0567,NA,NA,NA,3.5581
1127,1963,C,3,328,1.3479,1.4887,0.9042,0.0997,NA,NA,NA,3.8405
1135,1963,C,3,292,1.1842,0.7342,0.8515,0.4152,NA,NA,NA,3.1851
1072,1964,C,3,284,1.1243,0.9098,0.4275,0.5865,NA,NA,NA,3.0481
1079,1964,C,3,340,1.536,0.8865,0.6788,0.8106,NA,NA,NA,3.9119
1081,1964,C,3,353,1.7165,1.1654,0.739,0.6733,NA,NA,NA,4.2942
1087,1964,C,3,328,1.2602,0.9774,1.0132,0.9128,NA,NA,NA,4.1636
1088,1964,C,3,320,1.5029,1.0201,0.5629,0.8451,NA,NA,NA,3.931
1089,1964,C,3,318,1.6055,1.0147,0.5293,0.8289,NA,NA,NA,3.9784
1091,1964,C,3,318,1.3356,0.9826,0.7723,0.8844,NA,NA,NA,3.9749
1092,1964,C,3,297,1.4395,0.5892,0.5099,0.9633,NA,NA,NA,3.5019
1093,1964,C,3,323,1.3587,1.0955,0.7444,0.8661,NA,NA,NA,4.0647
1051,1965,C,3,295,0.9083,1.1365,1.3134,0.1712,NA,NA,NA,3.5294
1061,1965,C,3,287,1.307,0.7503,1.3563,0.1412,NA,NA,NA,3.5548
1013,1966,C,3,282,0.6515,0.967,0.5612,0.9523,NA,NA,NA,3.132
1014,1966,C,3,277,0.9089,0.9905,0.8245,0.6179,NA,NA,NA,3.3418
1024,1966,C,3,277,0.9736,1.1069,0.6699,0.7152,NA,NA,NA,3.4656
940,1969,C,3,302,1.6005,0.9268,0.507,0.1567,NA,NA,NA,3.191
947,1969,C,3,315,1.2505,0.8881,0.7347,0.4081,NA,NA,NA,3.2814
951,1969,C,3,330,1.8742,0.9395,0.4822,0.4145,NA,NA,NA,3.7104
959,1969,C,3,328,1.3752,1.3063,0.678,0.322,NA,NA,NA,3.6815
892,1971,E,3,343,0.4723,1.5041,1.4157,0.005,NA,NA,NA,3.3971
899,1971,E,3,318,0.6693,1.2115,1.2109,0.0081,NA,NA,NA,3.0998
864,1972,E,3,368,1.0617,1.8969,0.8311,0.0958,NA,NA,NA,3.8855
821,1973,E,3,295,0.846,1.3082,0.6623,0.1834,NA,NA,NA,2.9999
825,1973,E,3,249,1.7854,0.8003,0.053,0.0067,NA,NA,NA,2.6454
717,1977,E,3,292,1.1973,1.2015,1.0468,0.0137,NA,NA,NA,3.4593
718,1977,E,3,297,1.4064,1.2355,0.8038,0.0244,NA,NA,NA,3.4701
700,1979,E,3,343,1.1146,1.2645,0.8755,0.002,NA,NA,NA,3.2566
713,1979,E,3,343,1.1479,1.8632,1.1065,0.0359,NA,NA,NA,4.1535
646,1980,E,3,333,0.7749,1.0144,0.7815,0.2208,NA,NA,NA,2.7916
647,1980,E,3,363,0.6563,1.0052,0.8074,0.1695,NA,NA,NA,2.6384
648,1980,E,3,361,1.374,1.4421,1.2161,0.1571,NA,NA,NA,4.1893
673,1980,E,3,399,0.9264,1.4548,1.1603,0.4317,NA,NA,NA,3.9732
679,1980,E,3,361,0.7081,1.0406,0.9719,0.3749,NA,NA,NA,3.0955
680,1980,E,3,361,1.4778,1.7174,1.4235,0.3574,NA,NA,NA,4.9761
613,1983,E,3,332,1.0755,1.034,0.8949,0.7856,NA,NA,NA,3.79
615,1983,E,3,345,1.0239,1.1604,1.0506,0.9489,NA,NA,NA,4.1838
616,1983,E,3,350,1.1248,1.4596,0.5011,1.4009,NA,NA,NA,4.4864
618,1983,E,3,355,1.5208,0.8965,0.6798,0.6311,NA,NA,NA,3.7282
584,1985,E,3,356,1.1357,1.8191,1.3355,0.5653,NA,NA,NA,4.8556
588,1985,E,3,356,1.2128,1.754,1.2504,0.4645,NA,NA,NA,4.6817
597,1985,E,3,335,0.7409,1.6516,1.3071,0.5386,NA,NA,NA,4.2382
550,1986,E,3,394,1.4499,1.551,0.7933,0.5977,NA,NA,NA,4.3919
471,1987,C,3,364,1.1619,1.3189,1.2118,0.4049,NA,NA,NA,4.0975
472,1987,C,3,325,1.3337,1.4269,1.1361,0.5958,NA,NA,NA,4.4925
474,1987,C,3,420,1.1158,1.6287,1.3866,0.9158,NA,NA,NA,5.0469
475,1987,C,3,366,1.2222,1.3254,1.1426,0.015,NA,NA,NA,3.7052
477,1987,C,3,368,1.5524,1.5971,1.2858,0.6385,NA,NA,NA,5.0738
479,1987,C,3,325,0.7281,1.227,0.9804,0.0917,NA,NA,NA,3.0272
480,1987,C,3,338,1.1302,1.2685,1.3102,0.0895,NA,NA,NA,3.7984
482,1987,C,3,364,1.2666,1.5958,1.3906,0.7227,NA,NA,NA,4.9757
483,1987,C,3,335,0.9755,1.2595,0.8182,0.1088,NA,NA,NA,3.162
484,1987,C,3,326,1.0553,1.191,0.7821,0.0979,NA,NA,NA,3.1263
486,1987,C,3,335,0.8728,1.3571,1.3159,0.7153,NA,NA,NA,4.2611
490,1987,C,3,375,1.3382,1.654,0.9895,0.6733,NA,NA,NA,4.655
491,1987,C,3,386,1.9619,1.632,1.2466,0.7195,NA,NA,NA,5.56
492,1987,C,3,370,1.6326,1.7767,1.2228,0.9689,NA,NA,NA,5.601
494,1987,C,3,340,1.0783,1.3539,1.2803,0.8727,NA,NA,NA,4.5852
495,1987,C,3,346,1.5235,1.4272,1.1605,0.8065,NA,NA,NA,4.9177
496,1987,C,3,367,1.3875,1.5992,0.9144,0.4391,NA,NA,NA,4.3402
498,1987,C,3,370,1.2119,1.532,1.2692,0.7738,NA,NA,NA,4.7869
499,1987,C,3,395,1.2572,1.3637,1.0989,0.9692,NA,NA,NA,4.689
500,1987,C,3,417,1.454,1.5415,1.3155,1.1863,NA,NA,NA,5.4973
503,1987,C,3,373,1.366,1.553,1.3035,0.839,NA,NA,NA,5.0615
506,1987,E,3,314,1.14,1.6922,1.095,0.4444,NA,NA,NA,4.3716
509,1987,E,3,291,1.0901,1.358,0.9627,0.546,NA,NA,NA,3.9568
511,1987,E,3,313,1.3354,1.4367,1.0189,0.4632,NA,NA,NA,4.2542
515,1987,E,3,313,1.167,1.5511,1.2137,0.61,NA,NA,NA,4.5418
523,1987,E,3,285,0.976,1.5153,1.4046,0.6716,NA,NA,NA,4.5675
524,1987,E,3,277,0.829,1.1608,1.0222,0.7022,NA,NA,NA,3.7142
525,1987,E,3,342,1.218,1.4487,1.2863,0.6505,NA,NA,NA,4.6035
526,1987,E,3,339,1.1541,1.1783,1.2872,0.7557,NA,NA,NA,4.3753
529,1987,E,3,355,1.0308,1.4076,1.1876,0.9888,NA,NA,NA,4.6148
530,1987,E,3,272,1.7827,1.4114,0.9504,0.91,NA,NA,NA,5.0545
532,1987,E,3,271,1.2128,1.2608,1.0151,0.6938,NA,NA,NA,4.1825
533,1987,E,3,234,1.2365,1.558,1.0463,0.6606,NA,NA,NA,4.5014
534,1987,E,3,316,0.9844,1.5338,1.2932,0.7296,NA,NA,NA,4.541
535,1987,E,3,334,1.2765,1.3039,1.2229,0.5789,NA,NA,NA,4.3822
536,1987,E,3,342,1.4768,1.6239,1.2371,0.668,NA,NA,NA,5.0058
537,1987,E,3,267,1.2535,1.2952,1.332,0.8886,NA,NA,NA,4.7693
538,1987,E,3,301,1.0397,1.5556,1.2245,0.9394,NA,NA,NA,4.7592
401,1988,C,3,293,1.0395,1.1793,1.3506,0.0126,NA,NA,NA,3.582
402,1988,C,3,366,1.0448,1.7552,1.3643,0.8165,NA,NA,NA,4.9808
403,1988,C,3,384,1.0809,1.6183,1.283,0.7368,NA,NA,NA,4.719
405,1988,C,3,355,1.0999,1.5998,1.3781,0.634,NA,NA,NA,4.7118
406,1988,C,3,314,0.4819,1.1907,1.6481,0.9676,NA,NA,NA,4.2883
407,1988,C,3,382,0.8473,1.6284,1.3423,0.9865,NA,NA,NA,4.8045
408,1988,C,3,307,1.1741,1.5549,1.2025,0.0682,NA,NA,NA,3.9997
409,1988,C,3,420,1.2559,1.6625,1.3054,1.1148,NA,NA,NA,5.3386
410,1988,C,3,352,1.229,1.3981,1.1812,0.3837,NA,NA,NA,4.192
411,1988,C,3,343,0.5821,1.296,1.414,0.7707,NA,NA,NA,4.0628
412,1988,C,3,322,0.6974,1.2948,1.5189,0.5754,NA,NA,NA,4.0865
413,1988,C,3,373,1.2268,1.5258,1.1957,0.9095,NA,NA,NA,4.8578
414,1988,C,3,287,0.7028,1.2583,1.236,0.0282,NA,NA,NA,3.2253
415,1988,C,3,328,0.9787,1.5656,1.0164,0.2977,NA,NA,NA,3.8584
416,1988,C,3,385,1.2995,1.7833,1.0904,1.0182,NA,NA,NA,5.1914
417,1988,C,3,290,0.6701,1.175,1.4361,0.6398,NA,NA,NA,3.921
419,1988,C,3,382,1.29,1.3791,1.3036,1.0094,NA,NA,NA,4.9821
426,1988,C,3,315,0.9664,1.8732,1.5892,0.0379,NA,NA,NA,4.4667
427,1988,C,3,302,0.4491,1.5808,1.0081,0.3646,NA,NA,NA,3.4026
428,1988,C,3,327,0.6357,1.3035,1.3942,0.7551,NA,NA,NA,4.0885
429,1988,C,3,305,1.392,1.5484,1.0002,0.0219,NA,NA,NA,3.9625
430,1988,C,3,302,0.7775,1.3026,1.2487,0.6493,NA,NA,NA,3.9781
432,1988,C,3,372,1.4865,1.3897,1.4554,0.8295,NA,NA,NA,5.1611
433,1988,C,3,399,1.1757,1.5624,1.257,1.0346,NA,NA,NA,5.0297
434,1988,C,3,313,0.6266,1.2398,1.4243,0.9605,NA,NA,NA,4.2512
436,1988,E,3,392,1.1216,1.6516,1.2296,0.8496,NA,NA,NA,4.8524
437,1988,E,3,337,0.4359,1.1287,1.4197,0.8553,NA,NA,NA,3.8396
438,1988,E,3,323,0.5132,1.3486,1.6432,0.9727,NA,NA,NA,4.4777
440,1988,E,3,363,0.5945,1.3408,1.4229,0.898,NA,NA,NA,4.2562
441,1988,E,3,335,0.6449,1.2508,1.8137,1.0909,NA,NA,NA,4.8003
442,1988,E,3,317,0.7147,1.3575,1.6107,0.8517,NA,NA,NA,4.5346
444,1988,E,3,320,0.4494,1.2495,1.2441,0.7655,NA,NA,NA,3.7085
445,1988,E,3,344,0.4578,1.432,1.7548,0.9877,NA,NA,NA,4.6323
446,1988,E,3,315,0.5301,1.4216,1.5147,0.838,NA,NA,NA,4.3044
447,1988,E,3,346,1.0211,1.4588,1.0264,0.801,NA,NA,NA,4.3073
448,1988,E,3,360,0.7039,1.2948,1.4831,1.0243,NA,NA,NA,4.5061
449,1988,E,3,357,1.1973,1.5926,1.1846,0.7738,NA,NA,NA,4.7483
450,1988,E,3,390,1.3695,1.5412,1.1716,0.9169,NA,NA,NA,4.9992
453,1988,E,3,351,1.1187,1.8171,0.9986,0.7425,NA,NA,NA,4.6769
454,1988,E,3,371,1.006,1.5526,1.325,0.8506,NA,NA,NA,4.7342
455,1988,E,3,362,1.0559,1.6857,1.1854,0.8091,NA,NA,NA,4.7361
457,1988,E,3,300,0.411,1.0547,1.4203,1.0065,NA,NA,NA,3.8925
458,1988,E,3,381,0.4701,1.5816,1.6515,1.4804,NA,NA,NA,5.1836
460,1988,E,3,344,1.0051,1.7125,1.0407,0.9214,NA,NA,NA,4.6797
461,1988,E,3,354,1.1279,1.6143,1.538,0.9631,NA,NA,NA,5.2433
462,1988,E,3,333,1.0699,1.4985,1.1429,0.7023,NA,NA,NA,4.4136
463,1988,E,3,363,1.0612,1.6594,1.1057,0.638,NA,NA,NA,4.4643
464,1988,E,3,356,0.8941,1.5635,1.2613,0.8514,NA,NA,NA,4.5703
465,1988,E,3,323,0.6641,1.7229,1.3008,0.684,NA,NA,NA,4.3718
466,1988,E,3,335,0.6937,1.2225,1.6633,0.9779,NA,NA,NA,4.5574
468,1988,E,3,379,1.2186,1.8134,1.4537,0.9834,NA,NA,NA,5.4691
469,1988,E,3,336,0.8736,1.4782,1.2265,0.7584,NA,NA,NA,4.3367
470,1988,E,3,334,0.7832,1.6388,1.4451,0.9769,NA,NA,NA,4.844
301,1989,C,3,323,1.2284,1.7102,1.2464,0.0149,NA,NA,NA,4.1999
342,1989,C,3,305,1.1427,1.7511,1.3181,0.3497,NA,NA,NA,4.5616
364,1989,E,3,390,1.34,2.246,1.4101,0.9654,NA,NA,NA,5.9615
368,1989,E,3,345,1.107,1.7525,1.1974,0.5531,NA,NA,NA,4.61
389,1989,E,3,363,1.0983,1.7625,1.1425,0.6591,NA,NA,NA,4.6624
400,1989,E,3,345,1.2156,1.9379,1.2828,0.6153,NA,NA,NA,5.0516
10,1992,C,3,412,1.7122,1.9258,1.4418,0.699,NA,NA,NA,5.7788
11,1992,C,3,357,1.3179,1.3482,1.4216,0.0075,NA,NA,NA,4.0952
12,1992,C,3,357,1.5277,1.3363,1.2981,0.0144,NA,NA,NA,4.1765
13,1992,C,3,395,1.5763,1.9738,1.5608,0.3576,NA,NA,NA,5.4685
14,1992,C,3,395,1.5554,1.8571,1.4709,0.4333,NA,NA,NA,5.3167
15,1992,C,3,350,1.4974,1.7828,1.4518,0.0798,NA,NA,NA,4.8118
16,1992,C,3,320,1.8015,2.1707,1.3053,0.0888,NA,NA,NA,5.3663
17,1992,C,3,348,1.5354,1.6139,1.4791,0.1226,NA,NA,NA,4.751
18,1992,C,3,330,1.0608,1.6578,1.2704,0.1382,NA,NA,NA,4.1272
19,1992,C,3,330,1.1074,1.7124,1.3104,0.1165,NA,NA,NA,4.2467
20,1992,C,3,412,1.6456,1.8895,1.4861,0.7247,NA,NA,NA,5.7459
21,1992,C,3,422,1.8066,2.3249,1.5162,0.608,NA,NA,NA,6.2557
22,1992,C,3,361,1.5501,1.763,1.4218,0.1698,NA,NA,NA,4.9047
23,1992,C,3,385,1.3622,1.9,1.3585,0.3999,NA,NA,NA,5.0206
24,1992,C,3,386,1.4876,1.7546,1.4081,0.1245,NA,NA,NA,4.7748
25,1992,C,3,406,1.7845,1.9165,1.4712,0.3462,NA,NA,NA,5.5184
26,1992,C,3,370,1.1057,1.6658,1.4212,0.3187,NA,NA,NA,4.5114
27,1992,C,3,350,1.6307,1.6963,1.4058,0.3391,NA,NA,NA,5.0719
28,1992,C,3,336,1.3409,1.1966,1.5769,0.2741,NA,NA,NA,4.3885
29,1992,C,3,400,1.7838,2.1577,1.5265,0.4298,NA,NA,NA,5.8978
30,1992,C,3,316,1.4742,1.5173,1.1089,0.3746,NA,NA,NA,4.475
31,1992,C,3,400,1.3879,1.7676,1.3399,0.3031,NA,NA,NA,4.7985
32,1992,C,3,385,1.5984,1.8986,1.3397,0.2222,NA,NA,NA,5.0589
33,1992,C,3,373,1.7784,2.0738,1.6468,0.4563,NA,NA,NA,5.9553
34,1992,C,3,373,1.1812,1.5944,1.2629,0.205,NA,NA,NA,4.2435
65,1992,C,3,384,1.5618,1.4046,1.7194,0.2542,NA,NA,NA,4.94
66,1992,C,3,384,1.4994,1.5368,1.5354,0.3013,NA,NA,NA,4.8729
67,1992,C,3,329,1.3944,1.785,1.386,0.1947,NA,NA,NA,4.7601
68,1992,C,3,329,1.3619,1.7614,1.1907,0.1867,NA,NA,NA,4.5007
69,1992,E,3,428,1.6994,2.063,1.4216,0.7822,NA,NA,NA,5.9662
70,1992,E,3,428,1.6364,1.9239,1.3507,0.6465,NA,NA,NA,5.5575
71,1992,E,3,349,1.2255,1.6672,1.4382,0.3547,NA,NA,NA,4.6856
72,1992,E,3,349,1.2436,1.6665,1.4822,0.3317,NA,NA,NA,4.724
75,1992,E,3,374,1.6226,1.8073,1.5939,0.6917,NA,NA,NA,5.7155
76,1992,E,3,374,1.541,1.6069,1.703,0.455,NA,NA,NA,5.3059
77,1992,E,3,376,1.8193,1.7818,1.1378,0.5726,NA,NA,NA,5.3115
78,1992,E,3,376,1.6785,1.6209,1.2128,0.5988,NA,NA,NA,5.111
79,1992,E,3,382,1.4183,1.7194,1.5935,0.3298,NA,NA,NA,5.061
80,1992,E,3,382,1.3518,1.6311,1.5818,0.4319,NA,NA,NA,4.9966
81,1992,E,3,363,1.3744,1.7215,1.5408,0.5123,NA,NA,NA,5.149
82,1992,E,3,363,1.4575,1.6539,1.3676,0.4799,NA,NA,NA,4.9589
83,1992,E,3,367,1.778,1.772,1.4043,0.4895,NA,NA,NA,5.4438
84,1992,E,3,367,1.7674,1.7462,1.5299,0.4559,NA,NA,NA,5.4994
85,1992,E,3,360,1.3507,1.6991,1.2694,0.5682,NA,NA,NA,4.8874
86,1992,E,3,360,1.5098,1.8191,1.3943,0.646,NA,NA,NA,5.3692
87,1992,E,3,391,1.6907,1.8404,1.2275,0.4026,NA,NA,NA,5.1612
88,1992,E,3,363,1.7304,1.5004,1.1952,0.5158,NA,NA,NA,4.9418
89,1992,E,3,363,1.8205,1.4552,1.2733,0.5043,NA,NA,NA,5.0533
1696,1993,C,3,367,1.5769,1.9407,0.9352,0.5904,NA,NA,NA,5.0432
1698,1993,C,3,376,1.8457,1.806,0.7605,0.4803,NA,NA,NA,4.8925
1699,1993,C,3,382,1.9688,1.9559,0.8987,0.5976,NA,NA,NA,5.421
1701,1993,C,3,386,1.5441,2.2527,1.1287,0.7573,NA,NA,NA,5.6828
1702,1993,C,3,331,1.6005,1.3639,1.3193,0.5883,NA,NA,NA,4.872
1704,1993,C,3,375,1.5298,1.4549,0.7691,0.7011,NA,NA,NA,4.4549
1705,1993,C,3,364,1.7247,1.8938,0.8144,0.4656,NA,NA,NA,4.8985
1706,1993,C,3,389,1.7305,1.7376,1.0458,0.681,NA,NA,NA,5.1949
1707,1993,C,3,309,1.418,1.3774,0.858,0.5643,NA,NA,NA,4.2177
1709,1993,C,3,375,1.5531,1.8389,0.8895,0.7541,NA,NA,NA,5.0356
1710,1993,C,3,355,1.3082,1.7553,0.7867,0.5955,NA,NA,NA,4.4457
1711,1993,C,3,365,1.6149,1.6973,0.7689,0.5883,NA,NA,NA,4.6694
1712,1993,C,3,384,1.8182,1.9526,1.0815,0.7947,NA,NA,NA,5.647
1713,1993,C,3,378,1.5897,1.6327,0.7181,0.8233,NA,NA,NA,4.7638
1716,1993,C,3,341,1.7982,1.7653,0.7773,0.4462,NA,NA,NA,4.787
1720,1993,C,3,370,1.6913,1.6094,0.8062,0.6338,NA,NA,NA,4.7407
1721,1993,C,3,381,1.7867,2.1776,1.067,0.7787,NA,NA,NA,5.81
1722,1993,C,3,419,1.8415,1.8013,0.9684,0.8098,NA,NA,NA,5.421
1726,1993,C,3,354,1.8219,2.0094,0.7137,0.4329,NA,NA,NA,4.9779
1729,1993,C,3,388,1.8339,1.9378,0.9206,0.7116,NA,NA,NA,5.4039
1730,1993,C,3,344,1.4257,1.8722,0.9299,0.4677,NA,NA,NA,4.6955
1731,1993,C,3,339,1.6015,1.9546,0.8337,0.5699,NA,NA,NA,4.9597
1733,1993,C,3,410,1.8913,1.671,0.9632,0.7873,NA,NA,NA,5.3128
1734,1993,C,3,345,1.7007,1.8322,0.6561,0.6504,NA,NA,NA,4.8394
1735,1993,C,3,402,1.911,1.9953,0.8881,0.609,NA,NA,NA,5.4034
1738,1993,C,3,385,1.7034,1.9853,0.9893,0.8171,NA,NA,NA,5.4951
1739,1993,C,3,355,1.4187,1.9525,0.9234,0.7123,NA,NA,NA,5.0069
