site,sitenum,day,month,year,sl,age,age2
Bourdigou,3,29,9,2007,15.95,0,0.161643836
Bourdigou,3,29,9,2007,15.98,0,0.161643836
Bourdigou,3,29,9,2007,16.04,0,0.161643836
Bourdigou,3,29,9,2007,16.08,0,0.161643836
Bourdigou,3,29,9,2007,16.13,0,0.161643836
Bourdigou,3,29,9,2007,16.15,0,0.161643836
Bourdigou,3,29,9,2007,16.17,0,0.161643836
Bourdigou,3,29,9,2007,16.17,0,0.161643836
Bourdigou,3,29,9,2007,16.21,0,0.161643836
Bourdigou,3,29,9,2007,16.28,0,0.161643836
Bourdigou,3,29,9,2007,16.28,0,0.161643836
Bourdigou,3,29,9,2007,16.32,0,0.161643836
Bourdigou,3,29,9,2007,16.37,0,0.161643836
Bourdigou,3,29,9,2007,16.37,0,0.161643836
Bourdigou,3,29,9,2007,16.4,0,0.161643836
Bourdigou,3,29,9,2007,16.42,0,0.161643836
Bourdigou,3,29,9,2007,16.42,0,0.161643836
Bourdigou,3,29,9,2007,16.51,0,0.161643836
Bourdigou,3,29,9,2007,16.59,0,0.161643836
Bourdigou,3,29,9,2007,16.66,0,0.161643836
Bourdigou,3,29,9,2007,16.66,0,0.161643836
Bourdigou,3,29,9,2007,16.68,0,0.161643836
Bourdigou,3,29,9,2007,16.79,0,0.161643836
Bourdigou,3,29,9,2007,16.8,0,0.161643836
Bourdigou,3,29,9,2007,16.82,0,0.161643836
Bourdigou,3,29,9,2007,16.84,0,0.161643836
Bourdigou,3,29,9,2007,16.87,0,0.161643836
Bourdigou,3,29,9,2007,16.98,0,0.161643836
Bourdigou,3,29,9,2007,17.01,0,0.161643836
Bourdigou,3,29,9,2007,17.03,0,0.161643836
Bourdigou,3,29,9,2007,17.07,0,0.161643836
Bourdigou,3,29,9,2007,17.12,0,0.161643836
Bourdigou,3,29,9,2007,17.12,0,0.161643836
Bourdigou,3,29,9,2007,17.16,0,0.161643836
Bourdigou,3,29,9,2007,17.2,0,0.161643836
Bourdigou,3,29,9,2007,17.21,0,0.161643836
Bourdigou,3,29,9,2007,17.22,0,0.161643836
Bourdigou,3,29,9,2007,17.26,0,0.161643836
Bourdigou,3,29,9,2007,17.28,0,0.161643836
Bourdigou,3,29,9,2007,17.29,0,0.161643836
Bourdigou,3,29,9,2007,17.31,0,0.161643836
Bourdigou,3,29,9,2007,17.4,0,0.161643836
Bourdigou,3,29,9,2007,17.59,0,0.161643836
Bourdigou,3,29,9,2007,17.7,0,0.161643836
Bourdigou,3,29,9,2007,17.82,0,0.161643836
Bourdigou,3,29,9,2007,17.96,0,0.161643836
Bourdigou,3,29,9,2007,17.97,0,0.161643836
Bourdigou,3,29,9,2007,18.29,0,0.161643836
Bourdigou,3,29,9,2007,18.35,0,0.161643836
Bourdigou,3,29,9,2007,18.38,0,0.161643836
Bourdigou,3,29,9,2007,18.54,0,0.161643836
Bourdigou,3,29,9,2007,18.55,0,0.161643836
Bourdigou,3,29,9,2007,18.72,0,0.161643836
Bourdigou,3,29,9,2007,19.07,0,0.161643836
Bourdigou,3,29,9,2007,19.09,0,0.161643836
Bourdigou,3,29,9,2007,19.19,0,0.161643836
Bourdigou,3,29,9,2007,19.23,0,0.161643836
Bourdigou,3,29,9,2007,19.31,0,0.161643836
Bourdigou,3,29,9,2007,19.44,0,0.161643836
Bourdigou,3,29,9,2007,19.47,0,0.161643836
Bourdigou,3,29,9,2007,20.16,0,0.161643836
Bourdigou,3,29,9,2007,20.2,0,0.161643836
Bourdigou,3,29,9,2007,20.28,0,0.161643836
Bourdigou,3,29,9,2007,20.29,0,0.161643836
Bourdigou,3,29,9,2007,20.33,0,0.161643836
Bourdigou,3,29,9,2007,20.57,0,0.161643836
Bourdigou,3,29,9,2007,20.66,0,0.161643836
Bourdigou,3,29,9,2007,20.71,0,0.161643836
Bourdigou,3,29,9,2007,20.72,0,0.161643836
Bourdigou,3,29,9,2007,20.81,0,0.161643836
Bourdigou,3,29,9,2007,21.04,0,0.161643836
Bourdigou,3,29,9,2007,21.54,0,0.161643836
Bourdigou,3,29,9,2007,21.57,0,0.161643836
Bourdigou,3,29,9,2007,21.6,0,0.161643836
Bourdigou,3,29,9,2007,21.66,0,0.161643836
Bourdigou,3,29,9,2007,22.27,0,0.161643836
Bourdigou,3,29,9,2007,22.29,0,0.161643836
Bourdigou,3,29,9,2007,22.3,0,0.161643836
Bourdigou,3,29,9,2007,22.33,0,0.161643836
Bourdigou,3,29,9,2007,22.42,0,0.161643836
Bourdigou,3,29,9,2007,22.58,0,0.161643836
Bourdigou,3,29,9,2007,22.74,0,0.161643836
Bourdigou,3,29,9,2007,22.76,0,0.161643836
Bourdigou,3,29,9,2007,22.82,0,0.161643836
Bourdigou,3,29,9,2007,23.46,0,0.161643836
Bourdigou,3,29,9,2007,23.71,0,0.161643836
Bourdigou,3,29,9,2007,24.25,0,0.161643836
Bourdigou,3,29,9,2007,24.61,0,0.161643836
Bourdigou,3,29,9,2007,24.69,0,0.161643836
Bourdigou,3,29,9,2007,24.75,0,0.161643836
Bourdigou,3,29,9,2007,24.81,0,0.161643836
Bourdigou,3,29,9,2007,24.94,0,0.161643836
Bourdigou,3,29,9,2007,25.01,0,0.161643836
Bourdigou,3,29,9,2007,25.19,0,0.161643836
Bourdigou,3,29,9,2007,25.32,0,0.161643836
Bourdigou,3,29,9,2007,25.43,0,0.161643836
Bourdigou,3,29,9,2007,25.43,0,0.161643836
Bourdigou,3,29,9,2007,25.49,0,0.161643836
Bourdigou,3,29,9,2007,26.06,0,0.161643836
Bourdigou,3,29,9,2007,27.76,0,0.161643836
Bourdigou,3,29,9,2007,29.27,0,0.161643836
Bourdigou,3,17,10,2007,12.3,0,0.210958904
Bourdigou,3,17,10,2007,12.54,0,0.210958904
Bourdigou,3,17,10,2007,12.81,0,0.210958904
Bourdigou,3,17,10,2007,13.11,0,0.210958904
Bourdigou,3,17,10,2007,13.76,0,0.210958904
Bourdigou,3,17,10,2007,13.82,0,0.210958904
Bourdigou,3,17,10,2007,13.87,0,0.210958904
Bourdigou,3,17,10,2007,13.97,0,0.210958904
Bourdigou,3,17,10,2007,14.22,0,0.210958904
Bourdigou,3,17,10,2007,14.23,0,0.210958904
Bourdigou,3,17,10,2007,14.83,0,0.210958904
Bourdigou,3,17,10,2007,14.91,0,0.210958904
Bourdigou,3,17,10,2007,15.18,0,0.210958904
Bourdigou,3,17,10,2007,15.32,0,0.210958904
Bourdigou,3,17,10,2007,15.51,0,0.210958904
Bourdigou,3,17,10,2007,15.53,0,0.210958904
Bourdigou,3,17,10,2007,15.57,0,0.210958904
Bourdigou,3,17,10,2007,15.6,0,0.210958904
Bourdigou,3,17,10,2007,15.66,0,0.210958904
Bourdigou,3,17,10,2007,15.69,0,0.210958904
Bourdigou,3,17,10,2007,15.73,0,0.210958904
Bourdigou,3,17,10,2007,15.74,0,0.210958904
Bourdigou,3,17,10,2007,15.86,0,0.210958904
Bourdigou,3,17,10,2007,15.95,0,0.210958904
Bourdigou,3,17,10,2007,15.97,0,0.210958904
Bourdigou,3,17,10,2007,16.04,0,0.210958904
Bourdigou,3,17,10,2007,16.17,0,0.210958904
Bourdigou,3,17,10,2007,16.21,0,0.210958904
Bourdigou,3,17,10,2007,16.29,0,0.210958904
Bourdigou,3,17,10,2007,16.31,0,0.210958904
Bourdigou,3,17,10,2007,16.41,0,0.210958904
Bourdigou,3,17,10,2007,16.45,0,0.210958904
Bourdigou,3,17,10,2007,16.59,0,0.210958904
Bourdigou,3,17,10,2007,16.63,0,0.210958904
Bourdigou,3,17,10,2007,16.66,0,0.210958904
Bourdigou,3,17,10,2007,16.69,0,0.210958904
Bourdigou,3,17,10,2007,16.71,0,0.210958904
Bourdigou,3,17,10,2007,16.77,0,0.210958904
Bourdigou,3,17,10,2007,16.91,0,0.210958904
Bourdigou,3,17,10,2007,16.92,0,0.210958904
Bourdigou,3,17,10,2007,16.98,0,0.210958904
Bourdigou,3,17,10,2007,17.03,0,0.210958904
Bourdigou,3,17,10,2007,17.09,0,0.210958904
Bourdigou,3,17,10,2007,17.12,0,0.210958904
Bourdigou,3,17,10,2007,17.14,0,0.210958904
Bourdigou,3,17,10,2007,17.16,0,0.210958904
Bourdigou,3,17,10,2007,17.23,0,0.210958904
Bourdigou,3,17,10,2007,17.26,0,0.210958904
Bourdigou,3,17,10,2007,17.34,0,0.210958904
Bourdigou,3,17,10,2007,17.44,0,0.210958904
Bourdigou,3,17,10,2007,17.53,0,0.210958904
Bourdigou,3,17,10,2007,17.58,0,0.210958904
Bourdigou,3,17,10,2007,17.78,0,0.210958904
Bourdigou,3,17,10,2007,17.88,0,0.210958904
Bourdigou,3,17,10,2007,17.9,0,0.210958904
Bourdigou,3,17,10,2007,17.99,0,0.210958904
Bourdigou,3,17,10,2007,18.02,0,0.210958904
Bourdigou,3,17,10,2007,18.33,0,0.210958904
Bourdigou,3,17,10,2007,18.86,0,0.210958904
Bourdigou,3,17,10,2007,18.94,0,0.210958904
Bourdigou,3,17,10,2007,19.15,0,0.210958904
Bourdigou,3,17,10,2007,19.17,0,0.210958904
Bourdigou,3,17,10,2007,19.22,0,0.210958904
Bourdigou,3,17,10,2007,19.36,0,0.210958904
Bourdigou,3,17,10,2007,19.45,0,0.210958904
Bourdigou,3,17,10,2007,19.53,0,0.210958904
Bourdigou,3,17,10,2007,19.69,0,0.210958904
Bourdigou,3,17,10,2007,19.76,0,0.210958904
Bourdigou,3,17,10,2007,19.85,0,0.210958904
Bourdigou,3,17,10,2007,20.27,0,0.210958904
Bourdigou,3,17,10,2007,21.49,0,0.210958904
Bourdigou,3,17,10,2007,22.28,0,0.210958904
Bourdigou,3,17,10,2007,23.2,0,0.210958904
Bourdigou,3,17,10,2007,23.98,0,0.210958904
Bourdigou,3,17,10,2007,24.3,0,0.210958904
Bourdigou,3,17,10,2007,24.33,0,0.210958904
Bourdigou,3,17,10,2007,24.51,0,0.210958904
Bourdigou,3,17,10,2007,24.67,0,0.210958904
Bourdigou,3,17,10,2007,27.1,0,0.210958904
Bourdigou,3,17,10,2007,27.43,0,0.210958904
Bourdigou,3,17,10,2007,27.49,0,0.210958904
Bourdigou,3,17,10,2007,30.47,0,0.210958904
Bourdigou,3,17,10,2007,30.54,0,0.210958904
Bourdigou,3,17,10,2007,30.56,0,0.210958904
Bourdigou,3,17,10,2007,30.59,0,0.210958904
Bourdigou,3,27,11,2007,13.21,0,0.323287671
Bourdigou,3,27,11,2007,13.32,0,0.323287671
Bourdigou,3,27,11,2007,13.77,0,0.323287671
Bourdigou,3,27,11,2007,13.82,0,0.323287671
Bourdigou,3,27,11,2007,14.03,0,0.323287671
Bourdigou,3,27,11,2007,14.4,0,0.323287671
Bourdigou,3,27,11,2007,14.58,0,0.323287671
Bourdigou,3,27,11,2007,15.06,0,0.323287671
Bourdigou,3,27,11,2007,15.15,0,0.323287671
Bourdigou,3,27,11,2007,15.33,0,0.323287671
Bourdigou,3,27,11,2007,15.35,0,0.323287671
Bourdigou,3,27,11,2007,15.39,0,0.323287671
Bourdigou,3,27,11,2007,15.48,0,0.323287671
Bourdigou,3,27,11,2007,15.72,0,0.323287671
Bourdigou,3,27,11,2007,15.74,0,0.323287671
Bourdigou,3,27,11,2007,15.77,0,0.323287671
Bourdigou,3,27,11,2007,16.15,0,0.323287671
Bourdigou,3,27,11,2007,16.15,0,0.323287671
Bourdigou,3,27,11,2007,16.32,0,0.323287671
Bourdigou,3,27,11,2007,16.45,0,0.323287671
Bourdigou,3,27,11,2007,16.45,0,0.323287671
Bourdigou,3,27,11,2007,16.49,0,0.323287671
Bourdigou,3,27,11,2007,16.49,0,0.323287671
Bourdigou,3,27,11,2007,16.49,0,0.323287671
Bourdigou,3,27,11,2007,16.68,0,0.323287671
Bourdigou,3,27,11,2007,16.72,0,0.323287671
Bourdigou,3,27,11,2007,16.89,0,0.323287671
Bourdigou,3,27,11,2007,16.93,0,0.323287671
Bourdigou,3,27,11,2007,16.95,0,0.323287671
Bourdigou,3,27,11,2007,17.12,0,0.323287671
Bourdigou,3,27,11,2007,17.2,0,0.323287671
Bourdigou,3,27,11,2007,17.22,0,0.323287671
Bourdigou,3,27,11,2007,17.31,0,0.323287671
Bourdigou,3,27,11,2007,17.38,0,0.323287671
Bourdigou,3,27,11,2007,17.56,0,0.323287671
Bourdigou,3,27,11,2007,17.62,0,0.323287671
Bourdigou,3,27,11,2007,17.79,0,0.323287671
Bourdigou,3,27,11,2007,17.81,0,0.323287671
Bourdigou,3,27,11,2007,18.2,0,0.323287671
Bourdigou,3,27,11,2007,18.21,0,0.323287671
Bourdigou,3,27,11,2007,18.36,0,0.323287671
Bourdigou,3,27,11,2007,18.52,0,0.323287671
Bourdigou,3,27,11,2007,18.57,0,0.323287671
Bourdigou,3,27,11,2007,18.62,0,0.323287671
Bourdigou,3,27,11,2007,19.05,0,0.323287671
Bourdigou,3,27,11,2007,19.14,0,0.323287671
Bourdigou,3,27,11,2007,19.16,0,0.323287671
Bourdigou,3,27,11,2007,19.24,0,0.323287671
Bourdigou,3,27,11,2007,19.54,0,0.323287671
Bourdigou,3,27,11,2007,19.59,0,0.323287671
Bourdigou,3,27,11,2007,19.65,0,0.323287671
Bourdigou,3,27,11,2007,19.82,0,0.323287671
Bourdigou,3,27,11,2007,19.92,0,0.323287671
Bourdigou,3,27,11,2007,19.98,0,0.323287671
Bourdigou,3,27,11,2007,20.07,0,0.323287671
Bourdigou,3,27,11,2007,20.16,0,0.323287671
Bourdigou,3,27,11,2007,20.19,0,0.323287671
Bourdigou,3,27,11,2007,20.2,0,0.323287671
Bourdigou,3,27,11,2007,20.41,0,0.323287671
Bourdigou,3,27,11,2007,20.43,0,0.323287671
Bourdigou,3,27,11,2007,20.58,0,0.323287671
Bourdigou,3,27,11,2007,20.93,0,0.323287671
Bourdigou,3,27,11,2007,20.97,0,0.323287671
Bourdigou,3,27,11,2007,21.14,0,0.323287671
Bourdigou,3,27,11,2007,21.27,0,0.323287671
Bourdigou,3,27,11,2007,21.47,0,0.323287671
Bourdigou,3,27,11,2007,21.99,0,0.323287671
Bourdigou,3,27,11,2007,22.12,0,0.323287671
Bourdigou,3,27,11,2007,22.3,0,0.323287671
Bourdigou,3,27,11,2007,22.48,0,0.323287671
Bourdigou,3,27,11,2007,22.59,0,0.323287671
Bourdigou,3,27,11,2007,22.71,0,0.323287671
Bourdigou,3,27,11,2007,23.4,0,0.323287671
Bourdigou,3,27,11,2007,23.52,0,0.323287671
Bourdigou,3,27,11,2007,23.78,0,0.323287671
Bourdigou,3,27,11,2007,23.79,0,0.323287671
Bourdigou,3,27,11,2007,23.81,0,0.323287671
Bourdigou,3,27,11,2007,24.2,0,0.323287671
Bourdigou,3,27,11,2007,24.21,0,0.323287671
Bourdigou,3,27,11,2007,24.9,0,0.323287671
Bourdigou,3,27,11,2007,25.19,0,0.323287671
Bourdigou,3,27,11,2007,25.57,0,0.323287671
Bourdigou,3,27,11,2007,25.92,0,0.323287671
Bourdigou,3,27,11,2007,26.56,0,0.323287671
Bourdigou,3,27,11,2007,27.1,0,0.323287671
Bourdigou,3,27,11,2007,27.33,0,0.323287671
Bourdigou,3,27,11,2007,27.82,0,0.323287671
Bourdigou,3,27,11,2007,28.59,0,0.323287671
Bourdigou,3,27,11,2007,29.55,0,0.323287671
Bourdigou,3,23,3,2007,35.64,1,0.64109589
Bourdigou,3,30,4,2007,20.57,1,0.745205479
Bourdigou,3,30,4,2007,21.42,1,0.745205479
Bourdigou,3,30,4,2007,22.13,1,0.745205479
Bourdigou,3,30,4,2007,23.17,1,0.745205479
Bourdigou,3,30,4,2007,23.6,1,0.745205479
Bourdigou,3,30,4,2007,23.73,1,0.745205479
Bourdigou,3,30,4,2007,23.98,1,0.745205479
Bourdigou,3,30,4,2007,24.53,1,0.745205479
Bourdigou,3,30,4,2007,24.65,1,0.745205479
Bourdigou,3,30,4,2007,24.7,1,0.745205479
Bourdigou,3,30,4,2007,25.42,1,0.745205479
Bourdigou,3,30,4,2007,25.64,1,0.745205479
Bourdigou,3,30,4,2007,26.17,1,0.745205479
Bourdigou,3,30,4,2007,26.4,1,0.745205479
Bourdigou,3,30,4,2007,26.86,1,0.745205479
Bourdigou,3,30,4,2007,27.22,1,0.745205479
Bourdigou,3,30,4,2007,27.68,1,0.745205479
Bourdigou,3,30,4,2007,27.8,1,0.745205479
Bourdigou,3,30,4,2007,28.24,1,0.745205479
Bourdigou,3,30,4,2007,28.35,1,0.745205479
Bourdigou,3,30,4,2007,29.09,1,0.745205479
Bourdigou,3,30,4,2007,30.47,1,0.745205479
Bourdigou,3,30,4,2007,31.85,1,0.745205479
Bourdigou,3,30,4,2007,32.57,1,0.745205479
Bourdigou,3,1,6,2007,31.18,1,0.832876712
Bourdigou,3,1,6,2007,31.39,1,0.832876712
Bourdigou,3,1,6,2007,31.4,1,0.832876712
Bourdigou,3,1,6,2007,31.6,1,0.832876712
Bourdigou,3,1,6,2007,31.78,1,0.832876712
Bourdigou,3,1,6,2007,31.97,1,0.832876712
Bourdigou,3,1,6,2007,32.4,1,0.832876712
Bourdigou,3,1,6,2007,32.66,1,0.832876712
Bourdigou,3,1,6,2007,33.07,1,0.832876712
Bourdigou,3,1,6,2007,33.99,1,0.832876712
Bourdigou,3,29,6,2007,31.12,1,0.909589041
Bourdigou,3,29,6,2007,33.33,1,0.909589041
Bourdigou,3,29,6,2007,33.42,1,0.909589041
Bourdigou,3,3,9,2007,31.09,1,1.090410959
Bourdigou,3,3,9,2007,32.28,1,1.090410959
Bourdigou,3,29,9,2007,32.44,1,1.161643836
Bourdigou,3,30,4,2007,33.05,2,1.745205479
Bourdigou,3,30,4,2007,34.01,2,1.745205479
Bourdigou,3,30,4,2007,34.12,2,1.745205479
Bourdigou,3,30,4,2007,34.79,2,1.745205479
Bourdigou,3,30,4,2007,37.83,2,1.745205479
Bourdigou,3,30,4,2007,37.91,2,1.745205479
Bourdigou,3,1,6,2007,37.71,2,1.832876712
Bourdigou,3,1,6,2007,41.43,2,1.832876712
Bourdigou,3,1,6,2007,41.74,2,1.832876712
Bourdigou,3,3,9,2007,37.17,2,2.090410959
Ebro,6,10,2,2007,14.61,0,0.528767123
Ebro,6,10,2,2007,15.03,0,0.528767123
Ebro,6,10,2,2007,15.13,0,0.528767123
Ebro,6,10,2,2007,15.35,0,0.528767123
Ebro,6,10,2,2007,15.88,0,0.528767123
Ebro,6,10,2,2007,15.97,0,0.528767123
Ebro,6,10,2,2007,16.16,0,0.528767123
Ebro,6,10,2,2007,16.4,0,0.528767123
Ebro,6,10,2,2007,16.43,0,0.528767123
Ebro,6,10,2,2007,16.88,0,0.528767123
Ebro,6,10,2,2007,16.9,0,0.528767123
Ebro,6,10,2,2007,16.9,0,0.528767123
Ebro,6,10,2,2007,17.24,0,0.528767123
Ebro,6,10,2,2007,17.3,0,0.528767123
Ebro,6,10,2,2007,17.3,0,0.528767123
Ebro,6,10,2,2007,17.45,0,0.528767123
Ebro,6,10,2,2007,17.53,0,0.528767123
Ebro,6,10,2,2007,17.68,0,0.528767123
Ebro,6,10,2,2007,17.74,0,0.528767123
Ebro,6,10,2,2007,17.88,0,0.528767123
Ebro,6,10,2,2007,17.91,0,0.528767123
Ebro,6,10,2,2007,18.35,0,0.528767123
Ebro,6,10,2,2007,18.59,0,0.528767123
Ebro,6,10,2,2007,18.7,0,0.528767123
Ebro,6,10,2,2007,18.79,0,0.528767123
Ebro,6,10,2,2007,18.97,0,0.528767123
Ebro,6,10,2,2007,19.12,0,0.528767123
Ebro,6,10,2,2007,19.13,0,0.528767123
Ebro,6,10,2,2007,19.16,0,0.528767123
Ebro,6,10,2,2007,19.38,0,0.528767123
Ebro,6,10,2,2007,19.43,0,0.528767123
Ebro,6,10,2,2007,19.74,0,0.528767123
Ebro,6,10,2,2007,20.8,0,0.528767123
Ebro,6,10,2,2007,21.44,0,0.528767123
Ebro,6,10,2,2007,22.93,0,0.528767123
Ebro,6,10,2,2007,23.47,0,0.528767123
Ebro,6,21,3,2007,15.08,0,0.635616438
Ebro,6,21,3,2007,15.51,0,0.635616438
Ebro,6,21,3,2007,15.97,0,0.635616438
Ebro,6,21,3,2007,16.12,0,0.635616438
Ebro,6,21,3,2007,16.35,0,0.635616438
Ebro,6,21,3,2007,16.68,0,0.635616438
Ebro,6,21,3,2007,16.8,0,0.635616438
Ebro,6,21,3,2007,16.89,0,0.635616438
Ebro,6,21,3,2007,17,0,0.635616438
Ebro,6,21,3,2007,17.49,0,0.635616438
Ebro,6,21,3,2007,17.91,0,0.635616438
Ebro,6,21,3,2007,17.96,0,0.635616438
Ebro,6,21,3,2007,18.1,0,0.635616438
Ebro,6,21,3,2007,19.06,0,0.635616438
Ebro,6,21,3,2007,19.19,0,0.635616438
Ebro,6,21,3,2007,19.29,0,0.635616438
Ebro,6,21,3,2007,19.96,0,0.635616438
Ebro,6,21,3,2007,19.98,0,0.635616438
Ebro,6,21,3,2007,20.17,0,0.635616438
Ebro,6,21,3,2007,20.63,0,0.635616438
Ebro,6,21,3,2007,20.85,0,0.635616438
Ebro,6,21,3,2007,20.89,0,0.635616438
Ebro,6,21,3,2007,20.89,0,0.635616438
Ebro,6,21,3,2007,21.43,0,0.635616438
Ebro,6,21,3,2007,21.44,0,0.635616438
Ebro,6,21,3,2007,22.01,0,0.635616438
Ebro,6,21,3,2007,22.28,0,0.635616438
Ebro,6,21,3,2007,22.56,0,0.635616438
Ebro,6,21,3,2007,22.62,0,0.635616438
Ebro,6,21,3,2007,23.8,0,0.635616438
Ebro,6,21,3,2007,23.85,0,0.635616438
Ebro,6,21,3,2007,23.89,0,0.635616438
Ebro,6,21,3,2007,24,0,0.635616438
Ebro,6,21,3,2007,24.3,0,0.635616438
Ebro,6,21,3,2007,24.88,0,0.635616438
Ebro,6,21,3,2007,25.8,0,0.635616438
Ebro,6,21,3,2007,26.69,0,0.635616438
Ebro,6,26,6,2007,12.66,0,0.153424658
Ebro,6,26,6,2007,12.75,0,0.153424658
Ebro,6,26,6,2007,12.78,0,0.153424658
Ebro,6,26,6,2007,13.27,0,0.153424658
Ebro,6,26,6,2007,14.01,0,0.153424658
Ebro,6,26,6,2007,14.27,0,0.153424658
Ebro,6,26,6,2007,14.63,0,0.153424658
Ebro,6,26,6,2007,15.14,0,0.153424658
Ebro,6,26,6,2007,15.48,0,0.153424658
Ebro,6,26,6,2007,15.99,0,0.153424658
Ebro,6,26,6,2007,16.08,0,0.153424658
Ebro,6,26,6,2007,16.36,0,0.153424658
Ebro,6,26,6,2007,16.91,0,0.153424658
Ebro,6,26,6,2007,17.02,0,0.153424658
Ebro,6,26,6,2007,17.09,0,0.153424658
Ebro,6,26,6,2007,17.29,0,0.153424658
Ebro,6,26,6,2007,17.68,0,0.153424658
Ebro,6,26,6,2007,17.79,0,0.153424658
Ebro,6,26,6,2007,18.05,0,0.153424658
Ebro,6,26,6,2007,18.2,0,0.153424658
Ebro,6,26,6,2007,18.24,0,0.153424658
Ebro,6,26,6,2007,18.66,0,0.153424658
Ebro,6,26,6,2007,18.77,0,0.153424658
Ebro,6,26,6,2007,19.2,0,0.153424658
Ebro,6,26,6,2007,19.26,0,0.153424658
Ebro,6,26,6,2007,19.31,0,0.153424658
Ebro,6,26,6,2007,19.39,0,0.153424658
Ebro,6,26,6,2007,19.39,0,0.153424658
Ebro,6,26,6,2007,19.6,0,0.153424658
Ebro,6,26,6,2007,19.69,0,0.153424658
Ebro,6,26,6,2007,19.7,0,0.153424658
Ebro,6,26,6,2007,20.06,0,0.153424658
Ebro,6,26,6,2007,20.21,0,0.153424658
Ebro,6,26,6,2007,20.35,0,0.153424658
Ebro,6,26,6,2007,20.43,0,0.153424658
Ebro,6,26,6,2007,20.55,0,0.153424658
Ebro,6,26,6,2007,20.75,0,0.153424658
Ebro,6,26,6,2007,20.76,0,0.153424658
Ebro,6,26,6,2007,20.77,0,0.153424658
Ebro,6,26,6,2007,20.84,0,0.153424658
Ebro,6,26,6,2007,20.88,0,0.153424658
Ebro,6,26,6,2007,20.99,0,0.153424658
Ebro,6,26,6,2007,21.07,0,0.153424658
Ebro,6,26,6,2007,21.08,0,0.153424658
Ebro,6,26,6,2007,21.13,0,0.153424658
Ebro,6,26,6,2007,21.22,0,0.153424658
Ebro,6,26,6,2007,21.43,0,0.153424658
Ebro,6,26,6,2007,21.49,0,0.153424658
Ebro,6,26,6,2007,21.6,0,0.153424658
Ebro,6,26,6,2007,21.87,0,0.153424658
Ebro,6,26,6,2007,22.02,0,0.153424658
Ebro,6,26,6,2007,22.03,0,0.153424658
Ebro,6,26,6,2007,22.09,0,0.153424658
Ebro,6,26,6,2007,22.1,0,0.153424658
Ebro,6,26,6,2007,22.21,0,0.153424658
Ebro,6,26,6,2007,22.31,0,0.153424658
Ebro,6,26,6,2007,22.58,0,0.153424658
Ebro,6,26,6,2007,22.78,0,0.153424658
Ebro,6,26,6,2007,22.83,0,0.153424658
Ebro,6,26,6,2007,22.93,0,0.153424658
Ebro,6,26,6,2007,23.1,0,0.153424658
Ebro,6,26,6,2007,23.13,0,0.153424658
Ebro,6,26,6,2007,23.22,0,0.153424658
Ebro,6,26,6,2007,23.49,0,0.153424658
Ebro,6,26,6,2007,23.66,0,0.153424658
Ebro,6,26,6,2007,23.69,0,0.153424658
Ebro,6,26,6,2007,23.75,0,0.153424658
Ebro,6,26,6,2007,23.92,0,0.153424658
Ebro,6,26,6,2007,23.97,0,0.153424658
Ebro,6,26,6,2007,8.34,0,0.153424658
Ebro,6,26,6,2007,9.65,0,0.153424658
Ebro,6,24,7,2007,15.06,0,0.230136986
Ebro,6,24,7,2007,15.34,0,0.230136986
Ebro,6,24,7,2007,15.83,0,0.230136986
Ebro,6,24,7,2007,16.28,0,0.230136986
Ebro,6,24,7,2007,16.58,0,0.230136986
Ebro,6,24,7,2007,16.65,0,0.230136986
Ebro,6,24,7,2007,16.72,0,0.230136986
Ebro,6,24,7,2007,17.4,0,0.230136986
Ebro,6,24,7,2007,18.33,0,0.230136986
Ebro,6,24,7,2007,18.37,0,0.230136986
Ebro,6,24,7,2007,18.39,0,0.230136986
Ebro,6,24,7,2007,18.79,0,0.230136986
Ebro,6,24,7,2007,18.96,0,0.230136986
Ebro,6,24,7,2007,19,0,0.230136986
Ebro,6,24,7,2007,19.12,0,0.230136986
Ebro,6,24,7,2007,19.37,0,0.230136986
Ebro,6,24,7,2007,19.59,0,0.230136986
Ebro,6,24,7,2007,20.29,0,0.230136986
Ebro,6,24,7,2007,20.49,0,0.230136986
Ebro,6,24,7,2007,20.51,0,0.230136986
Ebro,6,24,7,2007,20.85,0,0.230136986
Ebro,6,24,7,2007,21.22,0,0.230136986
Ebro,6,24,7,2007,21.73,0,0.230136986
Ebro,6,24,7,2007,21.81,0,0.230136986
Ebro,6,24,7,2007,22.39,0,0.230136986
Ebro,6,24,7,2007,22.44,0,0.230136986
Ebro,6,24,7,2007,22.44,0,0.230136986
Ebro,6,24,7,2007,22.52,0,0.230136986
Ebro,6,24,7,2007,22.81,0,0.230136986
Ebro,6,24,7,2007,23.37,0,0.230136986
Ebro,6,24,7,2007,23.6,0,0.230136986
Ebro,6,24,7,2007,23.81,0,0.230136986
Ebro,6,24,7,2007,24.73,0,0.230136986
Ebro,6,24,7,2007,25.05,0,0.230136986
Ebro,6,24,7,2007,27.16,0,0.230136986
Ebro,6,24,7,2007,27.89,0,0.230136986
Ebro,6,24,7,2007,28.3,0,0.230136986
Ebro,6,24,7,2007,28.38,0,0.230136986
Ebro,6,24,7,2007,28.46,0,0.230136986
Ebro,6,24,7,2007,28.48,0,0.230136986
Ebro,6,24,7,2007,28.6,0,0.230136986
Ebro,6,24,7,2007,28.88,0,0.230136986
