len	age	survey
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
20	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
21	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
22	NA	KAH8810
