lakeid,year4,sampledate,gearid,spname,length,weight,sex
TR,1984,7/24/1984,VGN038,CISCO,191,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,192,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,192,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,192,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,192,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,192,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,192,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,192,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,192,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,192,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,192,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,192,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,192,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,192,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,192,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,192,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,193,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,193,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,193,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,193,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,193,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,193,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,193,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,193,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,193,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,193,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,193,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,193,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,193,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,193,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,193,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,193,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,193,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,193,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,194,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,194,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,194,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,194,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,194,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,195,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,196,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,196,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,196,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,196,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,196,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,196,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,196,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,196,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,196,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,196,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,196,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,196,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,196,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,196,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,196,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,196,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,196,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,197,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,197,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,197,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,197,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,197,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,197,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,197,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,197,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,197,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,197,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,197,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,197,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,197,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,197,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,197,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,197,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,197,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,198,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,198,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,199,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,199,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,199,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,199,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,199,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,199,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,199,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,199,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,199,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,200,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,200,NA,NA
TR,1984,7/24/1984,VGN019,CISCO,200,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,200,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,200,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,201,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,201,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,201,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,201,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,201,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,201,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,201,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,201,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,201,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,201,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,201,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,202,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,202,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,202,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,202,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,202,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,202,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,202,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,202,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,203,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,203,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,203,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,203,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,203,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,203,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,203,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,203,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,203,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,203,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,203,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,204,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,204,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,204,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,204,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,204,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,204,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,204,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,205,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,205,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,205,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,205,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,205,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,205,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,205,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,205,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,205,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,205,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,205,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,205,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,205,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,205,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,205,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,205,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,205,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,205,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,205,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,206,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,206,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,206,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,206,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,207,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,208,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,208,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,208,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,208,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,208,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,208,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,209,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,209,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,209,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,210,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,210,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,210,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,210,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,210,NA,NA
TR,1984,7/24/1984,TRAMML,CISCO,210,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,210,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,210,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,210,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,210,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,210,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,210,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,210,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,210,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,210,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,210,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,211,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,211,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,211,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,211,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,211,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,211,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,213,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,213,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,213,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,214,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,214,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,214,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,215,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,215,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,215,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,215,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,215,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,215,NA,NA
TR,1984,7/25/1984,VGN032,CISCO,215,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,216,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,216,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,218,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,218,NA,NA
TR,1984,7/24/1984,VGN032,CISCO,218,NA,NA
TR,1984,7/24/1984,VGN038,CISCO,219,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,219,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,220,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,295,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,295,NA,NA
TR,1984,7/25/1984,VGN038,CISCO,295,NA,NA
TR,1985,8/2/1985,VGN019,CISCO,89,5.3,NA
TR,1985,8/1/1985,VGN019,CISCO,91,5.8,NA
TR,1985,8/2/1985,VGN019,CISCO,92,5.8,NA
TR,1985,8/2/1985,VGN019,CISCO,92,6,NA
TR,1985,8/2/1985,VGN019,CISCO,93,6,NA
TR,1985,8/2/1985,VGN019,CISCO,94,6.3,NA
TR,1985,8/3/1985,VGN032,CISCO,155,27.5,NA
TR,1985,8/3/1985,VGN032,CISCO,157,30.5,NA
TR,1985,8/1/1985,VGN032,CISCO,161,30.5,NA
TR,1985,8/1/1985,VGN032,CISCO,161,30.5,NA
TR,1985,8/1/1985,VGN032,CISCO,190,53,NA
TR,1985,8/3/1985,VGN032,CISCO,159,33.5,NA
TR,1985,8/1/1985,VGN032,CISCO,166,37,NA
TR,1985,8/1/1985,VGN032,CISCO,166,37,NA
TR,1985,8/1/1985,VGN025,CISCO,163,38,NA
TR,1985,8/1/1985,VGN025,CISCO,172,39,NA
TR,1985,8/1/1985,VGN032,CISCO,171,40,NA
TR,1985,8/2/1985,VGN032,CISCO,177,42,NA
TR,1985,8/1/1985,VGN038,CISCO,179,42,NA
TR,1985,8/1/1985,VGN038,CISCO,179,43,NA
TR,1985,8/1/1985,VGN032,CISCO,180,47,NA
TR,1985,8/1/1985,VGN032,CISCO,180,47,NA
TR,1985,8/1/1985,VGN032,CISCO,188,47,NA
TR,1985,8/1/1985,VGN032,CISCO,189,49,NA
TR,1985,8/1/1985,VGN032,CISCO,193,49,NA
TR,1985,8/1/1985,VGN032,CISCO,184,50,NA
TR,1985,8/1/1985,VGN025,CISCO,190,53,NA
TR,1985,8/1/1985,VGN038,CISCO,201,56,NA
TR,1985,8/1/1985,VGN032,CISCO,194,58,NA
TR,1985,8/1/1985,VGN032,CISCO,199,59,NA
TR,1985,8/1/1985,VGN038,CISCO,206,59,NA
TR,1985,8/1/1985,VGN032,CISCO,202,60,NA
TR,1985,8/1/1985,VGN038,CISCO,204,61,NA
TR,1985,8/1/1985,VGN038,CISCO,204,64,NA
TR,1985,8/1/1985,VGN038,CISCO,214,70,NA
TR,1985,8/1/1985,VGN038,CISCO,212,71,NA
TR,1985,8/1/1985,VGN038,CISCO,214,72,NA
TR,1985,8/1/1985,VGN032,CISCO,210,74,NA
TR,1985,8/1/1985,VGN038,CISCO,216,87,NA
TR,1985,8/2/1985,VGN051,CISCO,230,92,NA
TR,1985,8/2/1985,VGN051,CISCO,246,108,NA
TR,1985,8/2/1985,VGN019,CISCO,90,NA,NA
TR,1985,8/2/1985,VGN019,CISCO,90,NA,NA
TR,1985,8/2/1985,VGN019,CISCO,91,NA,NA
TR,1985,8/3/1985,VGN019,CISCO,91,NA,NA
TR,1985,8/3/1985,VGN019,CISCO,91,NA,NA
TR,1985,8/2/1985,VGN019,CISCO,92,NA,NA
TR,1985,8/2/1985,VGN019,CISCO,92,NA,NA
TR,1985,8/3/1985,VGN019,CISCO,92,NA,NA
TR,1985,8/3/1985,VGN019,CISCO,92,NA,NA
TR,1985,8/2/1985,VGN019,CISCO,93,NA,NA
TR,1985,8/3/1985,VGN019,CISCO,93,NA,NA
TR,1985,8/3/1985,VGN019,CISCO,95,NA,NA
TR,1985,8/2/1985,VGN019,CISCO,96,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,161,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,162,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,162,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,165,NA,NA
TR,1985,8/1/1985,VGN032,CISCO,167,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,167,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,167,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,167,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,167,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,167,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,167,NA,NA
TR,1985,8/2/1985,VGN025,CISCO,168,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,168,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,168,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,169,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,169,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,170,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,170,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,170,NA,NA
TR,1985,8/3/1985,VGN038,CISCO,170,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,171,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,172,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,172,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,172,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,173,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,173,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,173,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,173,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,173,NA,NA
TR,1985,8/3/1985,VGN038,CISCO,173,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,174,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,174,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,174,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,176,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,176,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,177,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,178,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,178,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,178,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,179,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,179,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,179,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,179,NA,NA
TR,1985,8/1/1985,VGN038,CISCO,180,NA,NA
TR,1985,8/1/1985,VGN038,CISCO,180,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,180,NA,NA
TR,1985,8/3/1985,VGN038,CISCO,180,NA,NA
TR,1985,8/3/1985,VGN038,CISCO,180,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,181,NA,NA
TR,1985,8/1/1985,VGN032,CISCO,181,NA,NA
TR,1985,8/3/1985,VGN038,CISCO,181,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,182,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,182,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,182,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,182,NA,NA
TR,1985,8/3/1985,VGN038,CISCO,182,NA,NA
TR,1985,8/3/1985,VGN038,CISCO,182,NA,NA
TR,1985,8/1/1985,VGN032,CISCO,183,NA,NA
TR,1985,8/1/1985,VGN032,CISCO,183,NA,NA
TR,1985,8/1/1985,VGN038,CISCO,183,NA,NA
TR,1985,8/1/1985,VGN038,CISCO,183,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,183,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,183,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,183,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,183,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,183,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,183,NA,NA
TR,1985,8/3/1985,VGN038,CISCO,183,NA,NA
TR,1985,8/1/1985,VGN032,CISCO,184,NA,NA
TR,1985,8/1/1985,VGN032,CISCO,184,NA,NA
TR,1985,8/1/1985,VGN038,CISCO,184,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,184,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,184,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,184,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,184,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,184,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,184,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,184,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,184,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,184,NA,NA
TR,1985,8/3/1985,VGN038,CISCO,184,NA,NA
TR,1985,8/1/1985,VGN032,CISCO,185,NA,NA
TR,1985,8/1/1985,VGN038,CISCO,185,NA,NA
TR,1985,8/1/1985,VGN038,CISCO,185,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,185,NA,NA
TR,1985,8/2/1985,VGN032,CISCO,185,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,185,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,185,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,185,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,185,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,185,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,185,NA,NA
TR,1985,8/3/1985,VGN032,CISCO,185,NA,NA
TR,1985,8/3/1985,VGN038,CISCO,185,NA,NA
TR,1985,8/3/1985,VGN038,CISCO,185,NA,NA
TR,1985,8/2/1985,VGN038,CISCO,185,NA,NA
TR,1985,8/3/1985,VGN038,CISCO,185,NA,NA
