ID	Year	Sex	Est.Age	TL	Scale.Rad	Dist.Ann	BC.Age	BC.Len
2000.1468.M	2000	M	2	381	4.1	1.8	1	163.64
2000.1468.M	2000	M	2	381	4.1	3	2	277.05
2000.1471.M	2000	M	3	421.6	4.8	1.2	1	100.55
2000.1471.M	2000	M	3	421.6	4.8	2.9	2	252.16
2000.1471.M	2000	M	3	421.6	4.8	4.1	3	359.17
2000.1472.M	2000	M	2	353.1	3.8	1.8	1	163.86
2000.1472.M	2000	M	2	353.1	3.8	2.8	2	258.48
2000.1474.M	2000	M	11	475	5.1	1.2	1	106.82
2000.1474.M	2000	M	11	475	5.1	2.1	2	191.79
2000.1474.M	2000	M	11	475	5.1	3.2	3	295.63
2000.1474.M	2000	M	11	475	5.1	3.7	4	342.83
2000.1474.M	2000	M	11	475	5.1	3.9	5	361.72
2000.1474.M	2000	M	11	475	5.1	4.3	6	399.48
2000.1474.M	2000	M	11	475	5.1	4.5	7	418.36
2000.1474.M	2000	M	11	475	5.1	4.7	8	437.24
2000.1474.M	2000	M	11	475	5.1	4.8	9	446.68
2000.1474.M	2000	M	11	475	5.1	4.9	10	456.12
2000.1474.M	2000	M	11	475	5.1	5	11	465.56
2000.1475.M	2000	M	11	535.9	4.6	0.9	1	99.65
2000.1475.M	2000	M	11	535.9	4.6	1.5	2	170.4
2000.1475.M	2000	M	11	535.9	4.6	2.4	3	276.51
2000.1475.M	2000	M	11	535.9	4.6	3.2	4	370.83
2000.1475.M	2000	M	11	535.9	4.6	3.7	5	429.79
2000.1475.M	2000	M	11	535.9	4.6	3.9	6	453.37
2000.1475.M	2000	M	11	535.9	4.6	4.1	7	476.95
2000.1475.M	2000	M	11	535.9	4.6	4.3	8	500.53
2000.1475.M	2000	M	11	535.9	4.6	4.4	9	512.32
2000.1475.M	2000	M	11	535.9	4.6	4.5	10	524.11
2000.1475.M	2000	M	11	535.9	4.6	4.5	11	524.11
2000.1476.M	2000	M	9	482.6	6.4	1.5	1	108.16
2000.1476.M	2000	M	9	482.6	6.4	2.3	2	169.3
2000.1476.M	2000	M	9	482.6	6.4	3.4	3	253.35
2000.1476.M	2000	M	9	482.6	6.4	4.3	4	322.13
2000.1476.M	2000	M	9	482.6	6.4	5.1	5	383.26
2000.1476.M	2000	M	9	482.6	6.4	5.5	6	413.83
2000.1476.M	2000	M	9	482.6	6.4	5.9	7	444.39
2000.1476.M	2000	M	9	482.6	6.4	6.1	8	459.68
2000.1476.M	2000	M	9	482.6	6.4	6.2	9	467.32
2000.1478.M	2000	M	4	406.4	4.2	0.9	1	82.01
2000.1478.M	2000	M	4	406.4	4.2	1.9	2	180.31
2000.1478.M	2000	M	4	406.4	4.2	3.2	3	308.1
2000.1478.M	2000	M	4	406.4	4.2	3.7	4	357.25
2000.1479.M	2000	M	9	502.9	5.1	1.1	1	103.4
2000.1479.M	2000	M	9	502.9	5.1	2.1	2	203.28
2000.1479.M	2000	M	9	502.9	5.1	2.9	3	283.18
2000.1479.M	2000	M	9	502.9	5.1	3.7	4	363.08
2000.1479.M	2000	M	9	502.9	5.1	4.1	5	403.03
2000.1479.M	2000	M	9	502.9	5.1	4.4	6	432.99
2000.1479.M	2000	M	9	502.9	5.1	4.7	7	462.95
2000.1479.M	2000	M	9	502.9	5.1	4.9	8	482.93
2000.1479.M	2000	M	9	502.9	5.1	5	9	492.91
2000.1480.M	2000	M	4	467.4	4.9	1.3	1	119.26
2000.1480.M	2000	M	4	467.4	4.9	2.8	2	264.32
2000.1480.M	2000	M	4	467.4	4.9	3.9	3	370.69
2000.1480.M	2000	M	4	467.4	4.9	4.5	4	428.72
2000.1481.M	2000	M	7	452.1	5.3	1.3	1	106.02
2000.1481.M	2000	M	7	452.1	5.3	2.1	2	175.23
2000.1481.M	2000	M	7	452.1	5.3	3.3	3	279.06
2000.1481.M	2000	M	7	452.1	5.3	4.2	4	356.93
2000.1481.M	2000	M	7	452.1	5.3	4.6	5	391.54
2000.1481.M	2000	M	7	452.1	5.3	4.9	6	417.49
2000.1481.M	2000	M	7	452.1	5.3	5.1	7	434.8
2000.1482.M	2000	M	3	426.7	4.9	1.3	1	108.46
2000.1482.M	2000	M	3	426.7	4.9	3.1	2	267.58
2000.1482.M	2000	M	3	426.7	4.9	4.3	3	373.66
2000.1483.M	2000	M	6	472.4	4.8	1.3	1	123.23
2000.1483.M	2000	M	6	472.4	4.8	2.5	2	242.95
2000.1483.M	2000	M	6	472.4	4.8	3.3	3	322.76
2000.1483.M	2000	M	6	472.4	4.8	4	4	392.59
2000.1483.M	2000	M	6	472.4	4.8	4.4	5	432.49
2000.1483.M	2000	M	6	472.4	4.8	4.7	6	462.42
2000.1484.M	2000	M	6	457.2	5.4	1.3	1	105.16
2000.1484.M	2000	M	6	457.2	5.4	2.9	2	242.54
2000.1484.M	2000	M	6	457.2	5.4	4	3	336.99
2000.1484.M	2000	M	6	457.2	5.4	4.7	4	397.1
2000.1484.M	2000	M	6	457.2	5.4	5.1	5	431.44
2000.1484.M	2000	M	6	457.2	5.4	5.2	6	440.03
2000.1485.M	2000	M	8	497.8	5.1	1	1	92.41
2000.1485.M	2000	M	8	497.8	5.1	1.7	2	161.63
2000.1485.M	2000	M	8	497.8	5.1	2.6	3	250.61
2000.1485.M	2000	M	8	497.8	5.1	3.6	4	349.49
2000.1485.M	2000	M	8	497.8	5.1	4.2	5	408.81
2000.1485.M	2000	M	8	497.8	5.1	4.6	6	448.36
2000.1485.M	2000	M	8	497.8	5.1	4.8	7	468.14
2000.1485.M	2000	M	8	497.8	5.1	4.9	8	478.03
2000.1569.M	2000	M	2	355.6	3.6	1.2	1	114.23
2000.1569.M	2000	M	2	355.6	3.6	2.6	2	255.03
2000.1571.M	2000	M	1	238.8	2.5	1.2	1	111.26
2000.169.M	2000	M	1	228.6	1.8	1	1	124.13
2000.171.M	2000	M	3	373.4	4.9	1.3	1	94.32
2000.171.M	2000	M	3	373.4	4.9	2.7	2	202.85
2000.171.M	2000	M	3	373.4	4.9	4.1	3	311.38
2000.198.M	2000	M	3	383.5	4.3	1.2	1	102.37
2000.198.M	2000	M	3	383.5	4.3	2.6	2	229.33
2000.198.M	2000	M	3	383.5	4.3	3.7	3	329.09
2000.199.M	2000	M	2	363.2	4.7	2.1	1	158.71
2000.199.M	2000	M	2	363.2	4.7	3.6	2	276.68
2000.201.M	2000	M	1	231.1	2.4	1.2	1	112.32
2000.206.M	2000	M	8	520.7	5.5	1	1	89.39
2000.206.M	2000	M	8	520.7	5.5	2.2	2	204.4
2000.206.M	2000	M	8	520.7	5.5	3.1	3	290.67
2000.206.M	2000	M	8	520.7	5.5	4	4	376.93
2000.206.M	2000	M	8	520.7	5.5	4.6	5	434.44
2000.206.M	2000	M	8	520.7	5.5	5	6	472.78
2000.206.M	2000	M	8	520.7	5.5	5.3	7	501.53
2000.206.M	2000	M	8	520.7	5.5	5.4	8	511.12
2000.276.M	2000	M	3	378.5	4.5	1.3	1	104.75
2000.276.M	2000	M	3	378.5	4.5	2.6	2	215.96
2000.276.M	2000	M	3	378.5	4.5	3.9	3	327.17
2000.282.M	2000	M	15	528.3	5.9	1.4	1	120.43
2000.282.M	2000	M	15	528.3	5.9	2.8	2	247.32
2000.282.M	2000	M	15	528.3	5.9	3.5	3	310.77
2000.282.M	2000	M	15	528.3	5.9	4.1	4	365.15
2000.282.M	2000	M	15	528.3	5.9	4.9	5	437.66
2000.282.M	2000	M	15	528.3	5.9	5.2	6	464.85
2000.282.M	2000	M	15	528.3	5.9	5.4	7	482.98
2000.282.M	2000	M	15	528.3	5.9	5.5	8	492.05
2000.282.M	2000	M	15	528.3	5.9	5.6	9	501.11
2000.282.M	2000	M	15	528.3	5.9	5.7	10	510.17
2000.282.M	2000	M	15	528.3	5.9	5.7	11	510.17
2000.282.M	2000	M	15	528.3	5.9	5.8	12	519.24
2000.282.M	2000	M	15	528.3	5.9	5.8	13	519.24
2000.282.M	2000	M	15	528.3	5.9	5.8	14	519.24
2000.282.M	2000	M	15	528.3	5.9	5.9	15	528.3
2000.283.M	2000	M	4	406.4	4.7	1	1	81.38
2000.283.M	2000	M	4	406.4	4.7	2.3	2	195.58
2000.283.M	2000	M	4	406.4	4.7	3.7	3	318.56
2000.283.M	2000	M	4	406.4	4.7	4.3	4	371.26
2000.287.M	2000	M	3	411.5	4.7	1.2	1	100.25
2000.287.M	2000	M	3	411.5	4.7	3	2	260.32
2000.287.M	2000	M	3	411.5	4.7	4.1	3	358.14
2000.288.M	2000	M	5	442	5.9	1.2	1	84.75
2000.288.M	2000	M	5	442	5.9	2.5	2	183.57
2000.288.M	2000	M	5	442	5.9	4	3	297.58
2000.288.M	2000	M	5	442	5.9	5	4	373.59
2000.288.M	2000	M	5	442	5.9	5.6	5	419.2
2000.291.M	2000	M	11	660.4	5.2	1.1	1	134.61
2000.291.M	2000	M	11	660.4	5.2	2.1	2	262.85
2000.291.M	2000	M	11	660.4	5.2	3.1	3	391.09
2000.291.M	2000	M	11	660.4	5.2	4.1	4	519.33
2000.291.M	2000	M	11	660.4	5.2	4.4	5	557.81
2000.291.M	2000	M	11	660.4	5.2	4.5	6	570.63
2000.291.M	2000	M	11	660.4	5.2	4.7	7	596.28
2000.291.M	2000	M	11	660.4	5.2	4.8	8	609.1
2000.291.M	2000	M	11	660.4	5.2	5	9	634.75
2000.291.M	2000	M	11	660.4	5.2	5.1	10	647.58
2000.291.M	2000	M	11	660.4	5.2	5.1	11	647.58
2000.294.M	2000	M	9	492.8	5.5	1.3	1	111.55
2000.294.M	2000	M	9	492.8	5.5	2.1	2	184.17
2000.294.M	2000	M	9	492.8	5.5	2.8	3	247.71
2000.294.M	2000	M	9	492.8	5.5	3.6	4	320.33
2000.294.M	2000	M	9	492.8	5.5	4.3	5	383.87
2000.294.M	2000	M	9	492.8	5.5	4.6	6	411.1
2000.294.M	2000	M	9	492.8	5.5	5	7	447.41
2000.294.M	2000	M	9	492.8	5.5	5.2	8	465.57
2000.294.M	2000	M	9	492.8	5.5	5.3	9	474.65
2000.332.M	2000	M	1	228.6	2.1	1.2	1	127.86
2000.335.M	2000	M	2	350.5	4.3	1.9	1	151.27
2000.335.M	2000	M	2	350.5	4.3	3.2	2	259.18
2000.336.M	2000	M	1	264.2	2.9	1.1	1	96.2
2000.338.M	2000	M	1	243.8	2.1	1.2	1	136.55
2000.420.M	2000	M	7	492.8	5.8	1.2	1	96.84
2000.420.M	2000	M	7	492.8	5.8	2.2	2	182.91
2000.420.M	2000	M	7	492.8	5.8	3.3	3	277.6
2000.420.M	2000	M	7	492.8	5.8	4.1	4	346.47
2000.420.M	2000	M	7	492.8	5.8	4.7	5	398.11
2000.420.M	2000	M	7	492.8	5.8	5.2	6	441.15
2000.420.M	2000	M	7	492.8	5.8	5.6	7	475.58
2000.423.M	2000	M	2	363.2	3.8	1.2	1	110.27
2000.423.M	2000	M	2	363.2	3.8	2.6	2	246.47
2000.459.M	2000	M	2	360.7	4.1	1.8	1	154.73
2000.459.M	2000	M	2	360.7	4.1	2.9	2	253.24
2000.464.M	2000	M	5	472.4	5.9	1.5	1	115.28
2000.464.M	2000	M	5	472.4	5.9	3.2	2	253.26
2000.464.M	2000	M	5	472.4	5.9	4.3	3	342.54
2000.464.M	2000	M	5	472.4	5.9	5.2	4	415.59
2000.464.M	2000	M	5	472.4	5.9	5.6	5	448.05
2000.466.M	2000	M	8	469.9	5.2	1.4	1	121.79
2000.466.M	2000	M	8	469.9	5.2	2	2	176.76
2000.466.M	2000	M	8	469.9	5.2	2.8	3	250.04
2000.466.M	2000	M	8	469.9	5.2	3.5	4	314.17
2000.466.M	2000	M	8	469.9	5.2	3.9	5	350.81
2000.466.M	2000	M	8	469.9	5.2	4.5	6	405.77
2000.466.M	2000	M	8	469.9	5.2	4.7	7	424.1
2000.466.M	2000	M	8	469.9	5.2	5	8	451.58
2000.467.M	2000	M	16	579.1	6.3	1.1	1	95.78
2000.467.M	2000	M	16	579.1	6.3	2	2	179.43
2000.467.M	2000	M	16	579.1	6.3	2.8	3	253.79
2000.467.M	2000	M	16	579.1	6.3	3.5	4	318.85
2000.467.M	2000	M	16	579.1	6.3	4	5	365.32
2000.467.M	2000	M	16	579.1	6.3	4.5	6	411.8
2000.467.M	2000	M	16	579.1	6.3	4.8	7	439.68
2000.467.M	2000	M	16	579.1	6.3	5.1	8	467.56
2000.467.M	2000	M	16	579.1	6.3	5.4	9	495.45
2000.467.M	2000	M	16	579.1	6.3	5.7	10	523.33
2000.467.M	2000	M	16	579.1	6.3	5.9	11	541.92
2000.467.M	2000	M	16	579.1	6.3	6	12	551.22
2000.467.M	2000	M	16	579.1	6.3	6.2	13	569.81
2000.467.M	2000	M	16	579.1	6.3	6.2	14	569.81
2000.467.M	2000	M	16	579.1	6.3	6.3	15	579.1
2000.467.M	2000	M	16	579.1	6.3	6.3	16	579.1
2000.468.M	2000	M	8	505.5	5.5	1.1	1	95.93
2000.468.M	2000	M	8	505.5	5.5	1.6	2	142.47
2000.468.M	2000	M	8	505.5	5.5	2.5	3	226.25
2000.468.M	2000	M	8	505.5	5.5	3.6	4	328.64
2000.468.M	2000	M	8	505.5	5.5	4.1	5	375.18
2000.468.M	2000	M	8	505.5	5.5	4.7	6	431.03
2000.468.M	2000	M	8	505.5	5.5	5.1	7	468.27
2000.468.M	2000	M	8	505.5	5.5	5.3	8	486.88
2000.479.M	2000	M	9	490.2	6.4	1.3	1	94.42
2000.479.M	2000	M	9	490.2	6.4	2.5	2	187.55
2000.479.M	2000	M	9	490.2	6.4	3.9	3	296.19
2000.479.M	2000	M	9	490.2	6.4	4.9	4	373.8
2000.479.M	2000	M	9	490.2	6.4	5.3	5	404.84
2000.479.M	2000	M	9	490.2	6.4	5.6	6	428.12
2000.479.M	2000	M	9	490.2	6.4	5.9	7	451.4
2000.479.M	2000	M	9	490.2	6.4	6.2	8	474.68
2000.479.M	2000	M	9	490.2	6.4	6.3	9	482.44
2000.484.M	2000	M	8	502.9	6.7	1.3	1	92.37
2000.484.M	2000	M	8	502.9	6.7	2.4	2	176
2000.484.M	2000	M	8	502.9	6.7	3.6	3	267.23
2000.484.M	2000	M	8	502.9	6.7	4.5	4	335.65
2000.484.M	2000	M	8	502.9	6.7	5.4	5	404.07
2000.484.M	2000	M	8	502.9	6.7	6	6	449.68
2000.484.M	2000	M	8	502.9	6.7	6.4	7	480.09
2000.484.M	2000	M	8	502.9	6.7	6.6	8	495.3
2000.487.M	2000	M	3	411.5	5.1	1.7	1	132.86
2000.487.M	2000	M	3	411.5	5.1	3.3	2	263.98
2000.487.M	2000	M	3	411.5	5.1	4.5	3	362.33
2000.490.M	2000	M	4	408.9	5	1.2	1	93.23
2000.490.M	2000	M	4	408.9	5	2.4	2	192.91
2000.490.M	2000	M	4	408.9	5	3.6	3	292.6
2000.490.M	2000	M	4	408.9	5	4.3	4	350.75
2000.505.M	2000	M	4	406.4	5.5	0.9	1	61.1
2000.505.M	2000	M	4	406.4	5.5	2.4	2	173.7
2000.505.M	2000	M	4	406.4	5.5	4	3	293.8
2000.505.M	2000	M	4	406.4	5.5	5	4	368.87
2000.507.M	2000	M	2	401.3	4.5	2	1	174.77
2000.507.M	2000	M	2	401.3	4.5	3.5	2	310.69
2000.529.M	2000	M	6	492.8	7	1.1	1	72
2000.529.M	2000	M	6	492.8	7	2.2	2	150.45
2000.529.M	2000	M	6	492.8	7	3.1	3	214.64
2000.529.M	2000	M	6	492.8	7	5.3	4	371.55
2000.529.M	2000	M	6	492.8	7	6.2	5	435.74
2000.529.M	2000	M	6	492.8	7	6.7	6	471.4
2000.533.M	2000	M	1	271.8	2.9	1.4	1	127.87
2000.534.M	2000	M	1	261.6	3	1.4	1	118.63
2000.561.M	2000	M	1	226.1	2.5	1	1	86.56
2000.563.M	2000	M	7	482.6	5.4	0.7	1	56.94
2000.563.M	2000	M	7	482.6	5.4	2	2	174.67
2000.563.M	2000	M	7	482.6	5.4	3.1	3	274.3
2000.563.M	2000	M	7	482.6	5.4	3.8	4	337.69
2000.563.M	2000	M	7	482.6	5.4	4.6	5	410.15
2000.563.M	2000	M	7	482.6	5.4	5	6	446.37
2000.563.M	2000	M	7	482.6	5.4	5.3	7	473.54
2000.587.M	2000	M	9	508	5.7	1.1	1	92.82
2000.587.M	2000	M	9	508	5.7	2.1	2	183.08
2000.587.M	2000	M	9	508	5.7	2.9	3	255.28
2000.587.M	2000	M	9	508	5.7	3.9	4	345.54
2000.587.M	2000	M	9	508	5.7	4.4	5	390.67
2000.587.M	2000	M	9	508	5.7	4.8	6	426.77
2000.587.M	2000	M	9	508	5.7	5.2	7	462.87
2000.587.M	2000	M	9	508	5.7	5.5	8	489.95
2000.587.M	2000	M	9	508	5.7	5.7	9	508
2000.593.M	2000	M	12	528.3	5.5	1.4	1	129.66
2000.593.M	2000	M	12	528.3	5.5	2.1	2	197.72
2000.593.M	2000	M	12	528.3	5.5	3.1	3	294.95
2000.593.M	2000	M	12	528.3	5.5	3.9	4	372.73
2000.593.M	2000	M	12	528.3	5.5	4.3	5	411.63
2000.593.M	2000	M	12	528.3	5.5	4.6	6	440.79
2000.593.M	2000	M	12	528.3	5.5	4.9	7	469.96
2000.593.M	2000	M	12	528.3	5.5	5.1	8	489.41
2000.593.M	2000	M	12	528.3	5.5	5.2	9	499.13
2000.593.M	2000	M	12	528.3	5.5	5.3	10	508.85
2000.593.M	2000	M	12	528.3	5.5	5.4	11	518.58
2000.593.M	2000	M	12	528.3	5.5	5.5	12	528.3
2000.597.M	2000	M	7	525.8	5.4	1	1	92.11
2000.597.M	2000	M	7	525.8	5.4	1.7	2	161.1
2000.597.M	2000	M	7	525.8	5.4	2.4	3	230.1
2000.597.M	2000	M	7	525.8	5.4	3.4	4	328.67
2000.597.M	2000	M	7	525.8	5.4	4.3	5	417.38
2000.597.M	2000	M	7	525.8	5.4	4.8	6	466.66
2000.597.M	2000	M	7	525.8	5.4	5.2	7	506.09
2000.598.M	2000	M	2	381	4.1	1.6	1	144.74
2000.598.M	2000	M	2	381	4.1	3.2	2	295.95
2000.599.M	2000	M	12	528.3	4.7	1.2	1	130.07
2000.599.M	2000	M	12	528.3	4.7	2.4	2	266.61
2000.599.M	2000	M	12	528.3	4.7	3	3	334.88
2000.599.M	2000	M	12	528.3	4.7	3.7	4	414.52
2000.599.M	2000	M	12	528.3	4.7	3.9	5	437.28
2000.599.M	2000	M	12	528.3	4.7	4	6	448.65
2000.599.M	2000	M	12	528.3	4.7	4.1	7	460.03
2000.599.M	2000	M	12	528.3	4.7	4.2	8	471.41
2000.599.M	2000	M	12	528.3	4.7	4.3	9	482.79
2000.599.M	2000	M	12	528.3	4.7	4.5	10	505.54
2000.599.M	2000	M	12	528.3	4.7	4.6	11	516.92
2000.599.M	2000	M	12	528.3	4.7	4.7	12	528.3
2000.600.M	2000	M	8	459.7	5.3	0.8	1	63.9
2000.600.M	2000	M	8	459.7	5.3	1.9	2	160.65
2000.600.M	2000	M	8	459.7	5.3	3	3	257.4
2000.600.M	2000	M	8	459.7	5.3	3.8	4	327.77
2000.600.M	2000	M	8	459.7	5.3	4.4	5	380.54
2000.600.M	2000	M	8	459.7	5.3	4.9	6	424.52
2000.600.M	2000	M	8	459.7	5.3	5.1	7	442.11
2000.600.M	2000	M	8	459.7	5.3	5.2	8	450.9
2000.601.M	2000	M	8	525.8	5.1	0.9	1	87.47
2000.601.M	2000	M	8	525.8	5.1	2.1	2	212.71
2000.601.M	2000	M	8	525.8	5.1	2.8	3	285.76
2000.601.M	2000	M	8	525.8	5.1	3.7	4	379.69
2000.601.M	2000	M	8	525.8	5.1	4.2	5	431.87
2000.601.M	2000	M	8	525.8	5.1	4.5	6	463.18
2000.601.M	2000	M	8	525.8	5.1	4.8	7	494.49
2000.601.M	2000	M	8	525.8	5.1	5	8	515.36
2000.602.M	2000	M	8	472.4	5.3	0.9	1	74.86
2000.602.M	2000	M	8	472.4	5.3	1.8	2	156.17
2000.602.M	2000	M	8	472.4	5.3	2.9	3	255.56
2000.602.M	2000	M	8	472.4	5.3	3.5	4	309.77
2000.602.M	2000	M	8	472.4	5.3	4.2	5	373.01
2000.602.M	2000	M	8	472.4	5.3	4.8	6	427.22
2000.602.M	2000	M	8	472.4	5.3	5	7	445.29
2000.602.M	2000	M	8	472.4	5.3	5.1	8	454.33
2000.603.M	2000	M	8	523.2	6.5	1	1	75.03
2000.603.M	2000	M	8	523.2	6.5	2	2	156.51
2000.603.M	2000	M	8	523.2	6.5	3.1	3	246.15
2000.603.M	2000	M	8	523.2	6.5	4	4	319.48
2000.603.M	2000	M	8	523.2	6.5	4.9	5	392.82
2000.603.M	2000	M	8	523.2	6.5	5.6	6	449.86
2000.603.M	2000	M	8	523.2	6.5	6	7	482.46
2000.603.M	2000	M	8	523.2	6.5	6.2	8	498.75
2000.609.M	2000	M	1	233.7	2.2	1.3	1	135.45
2000.610.M	2000	M	1	223.5	2.1	1.1	1	114
2000.614.M	2000	M	7	480.1	5.4	0.9	1	74.63
2000.614.M	2000	M	7	480.1	5.4	1.9	2	164.74
2000.614.M	2000	M	7	480.1	5.4	2.8	3	245.83
2000.614.M	2000	M	7	480.1	5.4	3.7	4	326.92
2000.614.M	2000	M	7	480.1	5.4	4.5	5	399.01
2000.614.M	2000	M	7	480.1	5.4	4.9	6	435.05
2000.614.M	2000	M	7	480.1	5.4	5.2	7	462.08
2000.617.M	2000	M	13	602	6.5	1.3	1	115.23
2000.617.M	2000	M	13	602	6.5	2.6	2	236.92
2000.617.M	2000	M	13	602	6.5	3.6	3	330.53
2000.617.M	2000	M	13	602	6.5	4.3	4	396.06
2000.617.M	2000	M	13	602	6.5	4.9	5	452.23
2000.617.M	2000	M	13	602	6.5	5.2	6	480.31
2000.617.M	2000	M	13	602	6.5	5.5	7	508.39
2000.617.M	2000	M	13	602	6.5	5.7	8	527.11
2000.617.M	2000	M	13	602	6.5	5.9	9	545.83
2000.617.M	2000	M	13	602	6.5	6.1	10	564.56
2000.617.M	2000	M	13	602	6.5	6.2	11	573.92
2000.617.M	2000	M	13	602	6.5	6.3	12	583.28
2000.617.M	2000	M	13	602	6.5	6.4	13	592.64
2000.618.M	2000	M	7	487.7	5.6	0.7	1	55.31
2000.618.M	2000	M	7	487.7	5.6	1.6	2	134.73
2000.618.M	2000	M	7	487.7	5.6	3.1	3	267.09
2000.618.M	2000	M	7	487.7	5.6	4.1	4	355.34
2000.618.M	2000	M	7	487.7	5.6	4.6	5	399.46
2000.618.M	2000	M	7	487.7	5.6	5.1	6	443.58
2000.618.M	2000	M	7	487.7	5.6	5.4	7	470.05
2000.621.M	2000	M	6	480.1	5.5	1.4	1	117.39
2000.621.M	2000	M	6	480.1	5.5	2.4	2	205.86
2000.621.M	2000	M	6	480.1	5.5	3.9	3	338.56
2000.621.M	2000	M	6	480.1	5.5	4.6	4	400.48
2000.621.M	2000	M	6	480.1	5.5	5	5	435.87
2000.621.M	2000	M	6	480.1	5.5	5.4	6	471.25
2000.622.M	2000	M	9	505.5	4.9	0.9	1	87.57
2000.622.M	2000	M	9	505.5	4.9	1.7	2	171.16
2000.622.M	2000	M	9	505.5	4.9	2.4	3	244.3
2000.622.M	2000	M	9	505.5	4.9	3.4	4	348.78
2000.622.M	2000	M	9	505.5	4.9	3.9	5	401.02
2000.622.M	2000	M	9	505.5	4.9	4.4	6	453.26
2000.622.M	2000	M	9	505.5	4.9	4.6	7	474.16
2000.622.M	2000	M	9	505.5	4.9	4.7	8	484.6
2000.622.M	2000	M	9	505.5	4.9	4.9	9	505.5
2000.627.M	2000	M	7	485.1	5.6	1.1	1	90.1
2000.627.M	2000	M	7	485.1	5.6	2	2	169.1
2000.627.M	2000	M	7	485.1	5.6	3.2	3	274.43
2000.627.M	2000	M	7	485.1	5.6	4.1	4	353.43
2000.627.M	2000	M	7	485.1	5.6	5	5	432.43
2000.627.M	2000	M	7	485.1	5.6	5.3	6	458.77
2000.627.M	2000	M	7	485.1	5.6	5.4	7	467.54
2000.632.M	2000	M	7	477.5	5.7	1.1	1	86.94
2000.632.M	2000	M	7	477.5	5.7	2.2	2	180.33
2000.632.M	2000	M	7	477.5	5.7	3.4	3	282.22
2000.632.M	2000	M	7	477.5	5.7	4.3	4	358.63
2000.632.M	2000	M	7	477.5	5.7	4.9	5	409.58
2000.632.M	2000	M	7	477.5	5.7	5.2	6	435.05
2000.632.M	2000	M	7	477.5	5.7	5.6	7	469.01
2000.634.M	2000	M	4	406.4	4.4	1.4	1	124.9
2000.634.M	2000	M	4	406.4	4.4	2.3	2	209.35
2000.634.M	2000	M	4	406.4	4.4	3.4	3	312.57
2000.634.M	2000	M	4	406.4	4.4	4.1	4	378.25
2000.635.M	2000	M	2	340.4	3.6	1.4	1	128.43
2000.635.M	2000	M	2	340.4	3.6	2.8	2	263.32
2000.679.M	2000	M	12	505.5	7	1.8	1	125.19
2000.679.M	2000	M	12	505.5	7	2.9	2	205.64
2000.679.M	2000	M	12	505.5	7	3.6	3	256.83
2000.679.M	2000	M	12	505.5	7	4.7	4	337.28
2000.679.M	2000	M	12	505.5	7	5.1	5	366.54
2000.679.M	2000	M	12	505.5	7	5.5	6	395.79
2000.679.M	2000	M	12	505.5	7	6	7	432.36
2000.679.M	2000	M	12	505.5	7	6.2	8	446.99
2000.679.M	2000	M	12	505.5	7	6.4	9	461.62
2000.679.M	2000	M	12	505.5	7	6.6	10	476.25
2000.679.M	2000	M	12	505.5	7	6.8	11	490.87
2000.679.M	2000	M	12	505.5	7	6.9	12	498.19
2000.680.M	2000	M	12	502.9	6.1	1.5	1	118.79
2000.680.M	2000	M	12	502.9	6.1	2.8	2	227.34
2000.680.M	2000	M	12	502.9	6.1	3.5	3	285.8
2000.680.M	2000	M	12	502.9	6.1	4.7	4	386
2000.680.M	2000	M	12	502.9	6.1	5.2	5	427.75
2000.680.M	2000	M	12	502.9	6.1	5.3	6	436.1
2000.680.M	2000	M	12	502.9	6.1	5.5	7	452.8
2000.680.M	2000	M	12	502.9	6.1	5.7	8	469.5
2000.680.M	2000	M	12	502.9	6.1	5.9	9	486.2
2000.680.M	2000	M	12	502.9	6.1	5.9	10	486.2
2000.680.M	2000	M	12	502.9	6.1	6	11	494.55
2000.680.M	2000	M	12	502.9	6.1	6.1	12	502.9
2000.681.M	2000	M	8	523.2	5.5	1.7	1	157.25
2000.681.M	2000	M	8	523.2	5.5	2.7	2	253.55
2000.681.M	2000	M	8	523.2	5.5	3.7	3	349.86
2000.681.M	2000	M	8	523.2	5.5	4.3	4	407.64
2000.681.M	2000	M	8	523.2	5.5	4.7	5	446.16
2000.681.M	2000	M	8	523.2	5.5	5.1	6	484.68
2000.681.M	2000	M	8	523.2	5.5	5.3	7	503.94
2000.681.M	2000	M	8	523.2	5.5	5.5	8	523.2
2000.682.M	2000	M	8	505.5	5.8	0.9	1	72.98
2000.682.M	2000	M	8	505.5	5.8	1.8	2	152.42
2000.682.M	2000	M	8	505.5	5.8	2.8	3	240.69
2000.682.M	2000	M	8	505.5	5.8	4	4	346.62
2000.682.M	2000	M	8	505.5	5.8	4.7	5	408.4
2000.682.M	2000	M	8	505.5	5.8	5.2	6	452.54
2000.682.M	2000	M	8	505.5	5.8	5.3	7	461.37
2000.682.M	2000	M	8	505.5	5.8	5.6	8	487.85
2000.687.M	2000	M	7	477.5	6.2	1.1	1	79.4
2000.687.M	2000	M	7	477.5	6.2	2.3	2	173.07
2000.687.M	2000	M	7	477.5	6.2	3.5	3	266.74
2000.687.M	2000	M	7	477.5	6.2	4.4	4	337
2000.687.M	2000	M	7	477.5	6.2	5.1	5	391.64
2000.687.M	2000	M	7	477.5	6.2	5.7	6	438.47
2000.687.M	2000	M	7	477.5	6.2	6	7	461.89
